CHAMP1,CHAMP2,CHAMP1_POSITION,CHAMP2_POSITION,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY,PERCENTDEFEAT,YEAR,SEASON,TEAM
Ivern,Lulu,AD_CARRY,SUPPORT,3,4,7,0.42857142857142855,0.5714285714285714,2017,Spring,Red
KogMaw,Lulu,AD_CARRY,SUPPORT,3,7,10,0.3,0.7,2017,Spring,Red
Nautilus,Ivern,TOP_LANER,JUNGLER,6,6,12,0.5,0.5,2017,Spring,Blue
Ivern,Talon,JUNGLER,MID_LANER,3,1,4,0.75,0.25,2017,Spring,Blue
KogMaw,Karma,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Blue
JarvanIV,Gragas,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Spring,Red
Gragas,Talon,JUNGLER,MID_LANER,1,3,4,0.25,0.75,2017,Spring,Red
Ziggs,Lulu,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2017,Spring,Red
Elise,Syndra,JUNGLER,MID_LANER,13,20,33,0.3939393939393939,0.6060606060606061,2017,Spring,Red
Twitch,Karma,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Red
Camille,Ivern,TOP_LANER,JUNGLER,2,0,2,1.0,0.0,2017,Spring,Red
Ivern,Taliyah,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2017,Spring,Red
Fizz,Khazix,TOP_LANER,JUNGLER,2,1,3,0.6666666666666666,0.3333333333333333,2017,Spring,Blue
Camille,LeeSin,TOP_LANER,JUNGLER,4,5,9,0.4444444444444444,0.5555555555555556,2017,Spring,Red
Ivern,Lulu,JUNGLER,SUPPORT,10,4,14,0.7142857142857143,0.2857142857142857,2017,Spring,Blue
Graves,Gragas,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Red
Ashe,Gragas,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Red
Kled,Khazix,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Spring,Blue
Galio,Olaf,TOP_LANER,JUNGLER,2,3,5,0.4,0.6,2017,Summer,Blue
Olaf,Orianna,JUNGLER,MID_LANER,5,10,15,0.3333333333333333,0.6666666666666666,2017,Summer,Blue
Olaf,Lulu,JUNGLER,SUPPORT,7,4,11,0.6363636363636364,0.36363636363636365,2017,Summer,Blue
Varus,Lulu,AD_CARRY,SUPPORT,10,10,20,0.5,0.5,2017,Summer,Blue
Gragas,LeeSin,TOP_LANER,JUNGLER,15,13,28,0.5357142857142857,0.4642857142857143,2017,Summer,Red
LeeSin,Taliyah,JUNGLER,MID_LANER,8,20,28,0.2857142857142857,0.7142857142857143,2017,Summer,Red
LeeSin,Karma,AD_CARRY,SUPPORT,10,18,28,0.35714285714285715,0.6428571428571429,2017,Summer,Red
Caitlyn,Karma,AD_CARRY,SUPPORT,7,12,19,0.3684210526315789,0.631578947368421,2017,Summer,Red
Renekton,Gragas,TOP_LANER,JUNGLER,18,14,32,0.5625,0.4375,2017,Summer,Blue
Gragas,Orianna,JUNGLER,MID_LANER,35,13,48,0.7291666666666666,0.2708333333333333,2017,Summer,Blue
Gragas,Rakan,JUNGLER,SUPPORT,29,11,40,0.725,0.275,2017,Summer,Blue
Xayah,Rakan,AD_CARRY,SUPPORT,50,36,86,0.5813953488372093,0.4186046511627907,2017,Summer,Blue
JarvanIV,LeeSin,TOP_LANER,JUNGLER,9,23,32,0.28125,0.71875,2017,Summer,Red
LeeSin,Syndra,JUNGLER,MID_LANER,10,9,19,0.5263157894736842,0.47368421052631576,2017,Summer,Red
LeeSin,Lulu,AD_CARRY,SUPPORT,9,21,30,0.3,0.7,2017,Summer,Red
Varus,Lulu,AD_CARRY,SUPPORT,9,17,26,0.34615384615384615,0.6538461538461539,2017,Summer,Red
Kennen,Khazix,TOP_LANER,JUNGLER,0,2,2,0.0,1.0,2017,Summer,Blue
Khazix,Ahri,JUNGLER,MID_LANER,4,4,8,0.5,0.5,2017,Summer,Blue
Khazix,Lulu,JUNGLER,SUPPORT,8,4,12,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
Ashe,Lulu,AD_CARRY,SUPPORT,3,6,9,0.3333333333333333,0.6666666666666666,2017,Summer,Blue
LeeSin,AurelionSol,JUNGLER,MID_LANER,4,1,5,0.8,0.2,2017,Summer,Red
LeeSin,Bard,AD_CARRY,SUPPORT,3,3,6,0.5,0.5,2017,Summer,Red
Caitlyn,Bard,AD_CARRY,SUPPORT,3,4,7,0.42857142857142855,0.5714285714285714,2017,Summer,Red
JarvanIV,Elise,TOP_LANER,JUNGLER,24,16,40,0.6,0.4,2017,Summer,Blue
Elise,Orianna,JUNGLER,MID_LANER,19,21,40,0.475,0.525,2017,Summer,Blue
Elise,Lulu,JUNGLER,SUPPORT,9,11,20,0.45,0.55,2017,Summer,Blue
Caitlyn,Lulu,AD_CARRY,SUPPORT,9,16,25,0.36,0.64,2017,Summer,Blue
Shen,Khazix,TOP_LANER,JUNGLER,8,6,14,0.5714285714285714,0.42857142857142855,2017,Summer,Red
Khazix,Ahri,JUNGLER,MID_LANER,4,3,7,0.5714285714285714,0.42857142857142855,2017,Summer,Red
Khazix,Karma,AD_CARRY,SUPPORT,5,10,15,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Varus,Karma,AD_CARRY,SUPPORT,8,9,17,0.47058823529411764,0.5294117647058824,2017,Summer,Red
Kled,Olaf,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Blue
Renekton,Elise,TOP_LANER,JUNGLER,15,11,26,0.5769230769230769,0.4230769230769231,2017,Summer,Red
Elise,Ahri,JUNGLER,MID_LANER,1,5,6,0.16666666666666666,0.8333333333333334,2017,Summer,Red
Elise,Bard,AD_CARRY,SUPPORT,5,2,7,0.7142857142857143,0.2857142857142857,2017,Summer,Red
Varus,Bard,AD_CARRY,SUPPORT,5,8,13,0.38461538461538464,0.6153846153846154,2017,Summer,Red
Shen,Gragas,TOP_LANER,JUNGLER,18,14,32,0.5625,0.4375,2017,Summer,Blue
Gragas,Karma,JUNGLER,SUPPORT,7,8,15,0.4666666666666667,0.5333333333333333,2017,Summer,Blue
Caitlyn,Karma,AD_CARRY,SUPPORT,14,9,23,0.6086956521739131,0.391304347826087,2017,Summer,Blue
Kled,Elise,TOP_LANER,JUNGLER,5,5,10,0.5,0.5,2017,Summer,Red
Elise,Taliyah,JUNGLER,MID_LANER,12,8,20,0.6,0.4,2017,Summer,Red
Elise,Lulu,AD_CARRY,SUPPORT,6,3,9,0.6666666666666666,0.3333333333333333,2017,Summer,Red
KogMaw,Lulu,AD_CARRY,SUPPORT,11,9,20,0.55,0.45,2017,Summer,Red
Shen,Elise,TOP_LANER,JUNGLER,20,11,31,0.6451612903225806,0.3548387096774194,2017,Summer,Blue
Elise,Ahri,JUNGLER,MID_LANER,4,5,9,0.4444444444444444,0.5555555555555556,2017,Summer,Blue
Elise,Bard,JUNGLER,SUPPORT,4,3,7,0.5714285714285714,0.42857142857142855,2017,Summer,Blue
Caitlyn,Bard,AD_CARRY,SUPPORT,9,4,13,0.6923076923076923,0.3076923076923077,2017,Summer,Blue
Fiora,Rengar,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Red
Rengar,Orianna,JUNGLER,MID_LANER,3,3,6,0.5,0.5,2017,Summer,Red
Rengar,Rakan,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Jhin,Rakan,AD_CARRY,SUPPORT,0,4,4,0.0,1.0,2017,Summer,Red
Renekton,Elise,TOP_LANER,JUNGLER,25,39,64,0.390625,0.609375,2017,Summer,Blue
Elise,Karma,JUNGLER,SUPPORT,12,18,30,0.4,0.6,2017,Summer,Blue
Twitch,Karma,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Blue
Gragas,Ivern,TOP_LANER,JUNGLER,2,2,4,0.5,0.5,2017,Summer,Red
Ivern,Syndra,JUNGLER,MID_LANER,3,3,6,0.5,0.5,2017,Summer,Red
Ivern,Nami,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Red
Caitlyn,Nami,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Red
Gragas,Graves,TOP_LANER,JUNGLER,3,2,5,0.6,0.4,2017,Summer,Blue
Graves,Leblanc,JUNGLER,MID_LANER,3,2,5,0.6,0.4,2017,Summer,Blue
Graves,TahmKench,JUNGLER,SUPPORT,1,3,4,0.25,0.75,2017,Summer,Blue
Ashe,TahmKench,AD_CARRY,SUPPORT,12,12,24,0.5,0.5,2017,Summer,Blue
Elise,Karma,JUNGLER,MID_LANER,5,9,14,0.35714285714285715,0.6428571428571429,2017,Summer,Red
Elise,Zyra,AD_CARRY,SUPPORT,3,6,9,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Jhin,Zyra,AD_CARRY,SUPPORT,5,3,8,0.625,0.375,2017,Summer,Red
Fiora,Elise,TOP_LANER,JUNGLER,3,4,7,0.42857142857142855,0.5714285714285714,2017,Summer,Blue
Elise,Kassadin,JUNGLER,MID_LANER,5,8,13,0.38461538461538464,0.6153846153846154,2017,Summer,Blue
Elise,Zyra,JUNGLER,SUPPORT,8,11,19,0.42105263157894735,0.5789473684210527,2017,Summer,Blue
Jhin,Zyra,AD_CARRY,SUPPORT,2,8,10,0.2,0.8,2017,Summer,Blue
Galio,Ivern,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Red
Ivern,Lucian,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2017,Summer,Red
Ivern,Karma,AD_CARRY,SUPPORT,4,5,9,0.4444444444444444,0.5555555555555556,2017,Summer,Red
Ashe,Karma,AD_CARRY,SUPPORT,7,11,18,0.3888888888888889,0.6111111111111112,2017,Summer,Red
Kennen,Olaf,TOP_LANER,JUNGLER,2,3,5,0.4,0.6,2017,Summer,Blue
Olaf,Taliyah,JUNGLER,MID_LANER,5,2,7,0.7142857142857143,0.2857142857142857,2017,Summer,Blue
LeeSin,Cassiopeia,JUNGLER,MID_LANER,13,15,28,0.4642857142857143,0.5357142857142857,2017,Summer,Red
LeeSin,Rakan,AD_CARRY,SUPPORT,9,9,18,0.5,0.5,2017,Summer,Red
Xayah,Rakan,AD_CARRY,SUPPORT,40,55,95,0.42105263157894735,0.5789473684210527,2017,Summer,Red
Gragas,Olaf,TOP_LANER,JUNGLER,0,2,2,0.0,1.0,2017,Summer,Blue
Olaf,Ekko,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Blue
Olaf,Rakan,JUNGLER,SUPPORT,2,3,5,0.4,0.6,2017,Summer,Blue
Kennen,LeeSin,TOP_LANER,JUNGLER,2,5,7,0.2857142857142857,0.7142857142857143,2017,Summer,Red
LeeSin,TahmKench,AD_CARRY,SUPPORT,6,14,20,0.3,0.7,2017,Summer,Red
Ashe,TahmKench,AD_CARRY,SUPPORT,8,17,25,0.32,0.68,2017,Summer,Red
Shen,Rengar,TOP_LANER,JUNGLER,2,2,4,0.5,0.5,2017,Summer,Blue
Rengar,Orianna,JUNGLER,MID_LANER,3,5,8,0.375,0.625,2017,Summer,Blue
Rengar,Thresh,JUNGLER,SUPPORT,3,2,5,0.6,0.4,2017,Summer,Blue
Twitch,Thresh,AD_CARRY,SUPPORT,14,8,22,0.6363636363636364,0.36363636363636365,2017,Summer,Blue
Jayce,Ivern,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Red
Ivern,Rakan,AD_CARRY,SUPPORT,2,3,5,0.4,0.6,2017,Summer,Red
Rumble,LeeSin,TOP_LANER,JUNGLER,9,8,17,0.5294117647058824,0.47058823529411764,2017,Summer,Blue
LeeSin,Taliyah,JUNGLER,MID_LANER,18,12,30,0.6,0.4,2017,Summer,Blue
LeeSin,Karma,JUNGLER,SUPPORT,8,7,15,0.5333333333333333,0.4666666666666667,2017,Summer,Blue
Varus,Karma,AD_CARRY,SUPPORT,4,14,18,0.2222222222222222,0.7777777777777778,2017,Summer,Blue
Shen,Graves,TOP_LANER,JUNGLER,3,4,7,0.42857142857142855,0.5714285714285714,2017,Summer,Red
Graves,Orianna,JUNGLER,MID_LANER,6,12,18,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Graves,Thresh,AD_CARRY,SUPPORT,6,10,16,0.375,0.625,2017,Summer,Red
Twitch,Thresh,AD_CARRY,SUPPORT,6,9,15,0.4,0.6,2017,Summer,Red
Rumble,Rengar,TOP_LANER,JUNGLER,2,3,5,0.4,0.6,2017,Summer,Blue
Rengar,Karma,JUNGLER,MID_LANER,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
Rengar,TahmKench,JUNGLER,SUPPORT,3,1,4,0.75,0.25,2017,Summer,Blue
Shen,LeeSin,TOP_LANER,JUNGLER,9,9,18,0.5,0.5,2017,Summer,Red
LeeSin,Thresh,AD_CARRY,SUPPORT,19,26,45,0.4222222222222222,0.5777777777777777,2017,Summer,Red
Varus,Thresh,AD_CARRY,SUPPORT,20,31,51,0.39215686274509803,0.6078431372549019,2017,Summer,Red
Shen,LeeSin,TOP_LANER,JUNGLER,7,6,13,0.5384615384615384,0.46153846153846156,2017,Summer,Blue
LeeSin,Ahri,JUNGLER,MID_LANER,5,4,9,0.5555555555555556,0.4444444444444444,2017,Summer,Blue
LeeSin,Bard,JUNGLER,SUPPORT,5,2,7,0.7142857142857143,0.2857142857142857,2017,Summer,Blue
Varus,Bard,AD_CARRY,SUPPORT,7,2,9,0.7777777777777778,0.2222222222222222,2017,Summer,Blue
Fiora,Olaf,TOP_LANER,JUNGLER,1,3,4,0.25,0.75,2017,Summer,Red
Olaf,Galio,JUNGLER,MID_LANER,0,2,2,0.0,1.0,2017,Summer,Red
Olaf,Zyra,AD_CARRY,SUPPORT,2,3,5,0.4,0.6,2017,Summer,Red
Ashe,Zyra,AD_CARRY,SUPPORT,20,20,40,0.5,0.5,2017,Summer,Red
LeeSin,Galio,JUNGLER,MID_LANER,7,4,11,0.6363636363636364,0.36363636363636365,2017,Summer,Blue
LeeSin,Lulu,JUNGLER,SUPPORT,3,9,12,0.25,0.75,2017,Summer,Blue
Renekton,Gragas,TOP_LANER,JUNGLER,17,35,52,0.3269230769230769,0.6730769230769231,2017,Summer,Red
Gragas,Syndra,JUNGLER,MID_LANER,21,18,39,0.5384615384615384,0.46153846153846156,2017,Summer,Red
Gragas,Karma,AD_CARRY,SUPPORT,7,8,15,0.4666666666666667,0.5333333333333333,2017,Summer,Red
Shen,Nidalee,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Blue
Nidalee,Taliyah,JUNGLER,MID_LANER,1,3,4,0.25,0.75,2017,Summer,Blue
Nidalee,Karma,JUNGLER,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Blue
Ashe,Karma,AD_CARRY,SUPPORT,12,10,22,0.5454545454545454,0.45454545454545453,2017,Summer,Blue
JarvanIV,Elise,TOP_LANER,JUNGLER,22,14,36,0.6111111111111112,0.3888888888888889,2017,Summer,Red
Elise,Orianna,JUNGLER,MID_LANER,16,13,29,0.5517241379310345,0.4482758620689655,2017,Summer,Red
Varus,Zyra,AD_CARRY,SUPPORT,13,14,27,0.48148148148148145,0.5185185185185185,2017,Summer,Red
Shen,Ivern,TOP_LANER,JUNGLER,1,2,3,0.3333333333333333,0.6666666666666666,2017,Summer,Blue
Ivern,Leblanc,JUNGLER,MID_LANER,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
Ivern,Lulu,JUNGLER,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Blue
Twitch,Lulu,AD_CARRY,SUPPORT,6,2,8,0.75,0.25,2017,Summer,Blue
Rumble,Zac,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Red
Zac,Taliyah,JUNGLER,MID_LANER,2,4,6,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Zac,Rakan,AD_CARRY,SUPPORT,3,7,10,0.3,0.7,2017,Summer,Red
Jayce,LeeSin,TOP_LANER,JUNGLER,4,2,6,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
LeeSin,Zyra,JUNGLER,SUPPORT,9,7,16,0.5625,0.4375,2017,Summer,Blue
Caitlyn,Zyra,AD_CARRY,SUPPORT,7,5,12,0.5833333333333334,0.4166666666666667,2017,Summer,Blue
Galio,Nunu,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Red
Nunu,Syndra,JUNGLER,MID_LANER,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Red
Nunu,Lulu,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Lucian,Ivern,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Red
Ivern,Zyra,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Red
Fiora,LeeSin,TOP_LANER,JUNGLER,7,1,8,0.875,0.125,2017,Summer,Blue
LeeSin,Orianna,JUNGLER,MID_LANER,14,7,21,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
Shen,Gragas,TOP_LANER,JUNGLER,11,17,28,0.39285714285714285,0.6071428571428571,2017,Summer,Red
Gragas,Lulu,AD_CARRY,SUPPORT,12,16,28,0.42857142857142855,0.5714285714285714,2017,Summer,Red
Shen,Khazix,TOP_LANER,JUNGLER,7,4,11,0.6363636363636364,0.36363636363636365,2017,Summer,Blue
Khazix,Syndra,JUNGLER,MID_LANER,19,8,27,0.7037037037037037,0.2962962962962963,2017,Summer,Blue
KogMaw,Lulu,AD_CARRY,SUPPORT,7,14,21,0.3333333333333333,0.6666666666666666,2017,Summer,Blue
Galio,Elise,TOP_LANER,JUNGLER,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Red
Elise,Ekko,JUNGLER,MID_LANER,3,1,4,0.75,0.25,2017,Summer,Red
Kennen,LeeSin,TOP_LANER,JUNGLER,7,8,15,0.4666666666666667,0.5333333333333333,2017,Summer,Blue
LeeSin,Sejuani,JUNGLER,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Blue
Xayah,Sejuani,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Blue
Jayce,Elise,TOP_LANER,JUNGLER,4,4,8,0.5,0.5,2017,Summer,Red
Elise,Cassiopeia,JUNGLER,MID_LANER,5,6,11,0.45454545454545453,0.5454545454545454,2017,Summer,Red
Gragas,Khazix,TOP_LANER,JUNGLER,11,6,17,0.6470588235294118,0.35294117647058826,2017,Summer,Blue
Khazix,Karma,JUNGLER,SUPPORT,9,10,19,0.47368421052631576,0.5263157894736842,2017,Summer,Blue
Xayah,Karma,AD_CARRY,SUPPORT,1,4,5,0.2,0.8,2017,Summer,Blue
JarvanIV,Olaf,TOP_LANER,JUNGLER,2,2,4,0.5,0.5,2017,Summer,Red
Olaf,Orianna,JUNGLER,MID_LANER,3,4,7,0.42857142857142855,0.5714285714285714,2017,Summer,Red
Olaf,Thresh,AD_CARRY,SUPPORT,4,6,10,0.4,0.6,2017,Summer,Red
Kennen,Thresh,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Red
Renekton,Zac,TOP_LANER,JUNGLER,10,4,14,0.7142857142857143,0.2857142857142857,2017,Summer,Blue
Zac,Cassiopeia,JUNGLER,MID_LANER,6,4,10,0.6,0.4,2017,Summer,Blue
Zac,Rakan,JUNGLER,SUPPORT,11,2,13,0.8461538461538461,0.15384615384615385,2017,Summer,Blue
Jayce,Gragas,TOP_LANER,JUNGLER,10,8,18,0.5555555555555556,0.4444444444444444,2017,Summer,Red
Gragas,Taliyah,JUNGLER,MID_LANER,25,23,48,0.5208333333333334,0.4791666666666667,2017,Summer,Red
Gragas,Thresh,AD_CARRY,SUPPORT,31,30,61,0.5081967213114754,0.4918032786885246,2017,Summer,Red
Kalista,Thresh,AD_CARRY,SUPPORT,23,32,55,0.41818181818181815,0.5818181818181818,2017,Summer,Red
Galio,LeeSin,TOP_LANER,JUNGLER,2,3,5,0.4,0.6,2017,Summer,Blue
LeeSin,Blitzcrank,JUNGLER,SUPPORT,5,2,7,0.7142857142857143,0.2857142857142857,2017,Summer,Blue
Xayah,Blitzcrank,AD_CARRY,SUPPORT,6,2,8,0.75,0.25,2017,Summer,Blue
JarvanIV,Nidalee,TOP_LANER,JUNGLER,2,0,2,1.0,0.0,2017,Summer,Red
Nidalee,Orianna,JUNGLER,MID_LANER,2,2,4,0.5,0.5,2017,Summer,Red
Nidalee,Karma,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Red
Renekton,LeeSin,TOP_LANER,JUNGLER,13,7,20,0.65,0.35,2017,Summer,Blue
Galio,RekSai,TOP_LANER,JUNGLER,4,4,8,0.5,0.5,2017,Summer,Red
RekSai,Orianna,JUNGLER,MID_LANER,13,15,28,0.4642857142857143,0.5357142857142857,2017,Summer,Red
RekSai,Thresh,AD_CARRY,SUPPORT,22,17,39,0.5641025641025641,0.4358974358974359,2017,Summer,Red
LeeSin,Cassiopeia,JUNGLER,MID_LANER,8,3,11,0.7272727272727273,0.2727272727272727,2017,Summer,Blue
Kennen,Ivern,TOP_LANER,JUNGLER,2,4,6,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Ivern,Taliyah,JUNGLER,MID_LANER,2,3,5,0.4,0.6,2017,Summer,Red
LeeSin,Rakan,JUNGLER,SUPPORT,5,8,13,0.38461538461538464,0.6153846153846154,2017,Summer,Blue
Elise,Braum,AD_CARRY,SUPPORT,16,14,30,0.5333333333333333,0.4666666666666667,2017,Summer,Red
Varus,Braum,AD_CARRY,SUPPORT,23,40,63,0.36507936507936506,0.6349206349206349,2017,Summer,Red
LeeSin,Malzahar,JUNGLER,MID_LANER,2,0,2,1.0,0.0,2017,Summer,Blue
Ashe,Zyra,AD_CARRY,SUPPORT,15,11,26,0.5769230769230769,0.4230769230769231,2017,Summer,Blue
Kennen,Ivern,TOP_LANER,JUNGLER,2,3,5,0.4,0.6,2017,Summer,Blue
Ivern,Taliyah,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2017,Summer,Blue
Ivern,Karma,JUNGLER,SUPPORT,1,6,7,0.14285714285714285,0.8571428571428571,2017,Summer,Blue
Lucian,Karma,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Blue
Galio,Rengar,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Red
Rengar,Ahri,JUNGLER,MID_LANER,2,0,2,1.0,0.0,2017,Summer,Red
Rengar,Bard,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2017,Summer,Red
Fiora,Gragas,TOP_LANER,JUNGLER,3,5,8,0.375,0.625,2017,Summer,Blue
Gragas,Zyra,JUNGLER,SUPPORT,6,7,13,0.46153846153846156,0.5384615384615384,2017,Summer,Blue
Varus,Zyra,AD_CARRY,SUPPORT,13,18,31,0.41935483870967744,0.5806451612903226,2017,Summer,Blue
Rumble,LeeSin,TOP_LANER,JUNGLER,10,24,34,0.29411764705882354,0.7058823529411765,2017,Summer,Red
LeeSin,Galio,AD_CARRY,SUPPORT,5,2,7,0.7142857142857143,0.2857142857142857,2017,Summer,Red
Caitlyn,Galio,AD_CARRY,SUPPORT,2,2,4,0.5,0.5,2017,Summer,Red
LeeSin,Leblanc,JUNGLER,MID_LANER,0,10,10,0.0,1.0,2017,Summer,Blue
Varus,Sejuani,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Blue
Gragas,Graves,TOP_LANER,JUNGLER,5,10,15,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Graves,Kassadin,JUNGLER,MID_LANER,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Red
Graves,Blitzcrank,AD_CARRY,SUPPORT,3,2,5,0.6,0.4,2017,Summer,Red
Xayah,Blitzcrank,AD_CARRY,SUPPORT,8,7,15,0.5333333333333333,0.4666666666666667,2017,Summer,Red
Kennen,Gragas,TOP_LANER,JUNGLER,8,1,9,0.8888888888888888,0.1111111111111111,2017,Summer,Blue
Gragas,Ahri,JUNGLER,MID_LANER,4,3,7,0.5714285714285714,0.42857142857142855,2017,Summer,Blue
Gragas,Bard,JUNGLER,SUPPORT,5,2,7,0.7142857142857143,0.2857142857142857,2017,Summer,Blue
Elise,Talon,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2017,Summer,Red
Ziggs,Karma,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2017,Summer,Red
Kennen,Rengar,TOP_LANER,JUNGLER,2,0,2,1.0,0.0,2017,Summer,Blue
Rengar,Lulu,JUNGLER,SUPPORT,2,4,6,0.3333333333333333,0.6666666666666666,2017,Summer,Blue
LeeSin,Leblanc,JUNGLER,MID_LANER,9,10,19,0.47368421052631576,0.5263157894736842,2017,Summer,Red
Xayah,Karma,AD_CARRY,SUPPORT,2,3,5,0.4,0.6,2017,Summer,Red
Zac,Ahri,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2017,Summer,Blue
Zac,Bard,JUNGLER,SUPPORT,4,0,4,1.0,0.0,2017,Summer,Blue
KogMaw,Bard,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Blue
Graves,Zyra,AD_CARRY,SUPPORT,0,5,5,0.0,1.0,2017,Summer,Red
Elise,Taliyah,JUNGLER,MID_LANER,35,10,45,0.7777777777777778,0.2222222222222222,2017,Summer,Blue
Ivern,Cassiopeia,JUNGLER,MID_LANER,2,4,6,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Olaf,Galio,JUNGLER,MID_LANER,5,3,8,0.625,0.375,2017,Summer,Blue
Renekton,Nidalee,TOP_LANER,JUNGLER,4,4,8,0.5,0.5,2017,Summer,Red
Nidalee,Ahri,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Galio,Gragas,TOP_LANER,JUNGLER,0,5,5,0.0,1.0,2017,Summer,Red
Gragas,Lucian,JUNGLER,MID_LANER,9,8,17,0.5294117647058824,0.47058823529411764,2017,Summer,Red
Gragas,Rakan,AD_CARRY,SUPPORT,18,29,47,0.3829787234042553,0.6170212765957447,2017,Summer,Red
Jayce,Elise,TOP_LANER,JUNGLER,11,8,19,0.5789473684210527,0.42105263157894735,2017,Summer,Blue
Elise,Leblanc,JUNGLER,MID_LANER,8,6,14,0.5714285714285714,0.42857142857142855,2017,Summer,Blue
Elise,Sejuani,JUNGLER,SUPPORT,0,2,2,0.0,1.0,2017,Summer,Blue
JarvanIV,Ivern,TOP_LANER,JUNGLER,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
Ivern,Orianna,JUNGLER,MID_LANER,1,3,4,0.25,0.75,2017,Summer,Blue
Ivern,Thresh,JUNGLER,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
Kennen,Thresh,AD_CARRY,SUPPORT,3,0,3,1.0,0.0,2017,Summer,Blue
Varus,TahmKench,AD_CARRY,SUPPORT,16,12,28,0.5714285714285714,0.42857142857142855,2017,Summer,Red
Gragas,Rengar,TOP_LANER,JUNGLER,0,3,3,0.0,1.0,2017,Summer,Red
Rengar,Taliyah,JUNGLER,MID_LANER,2,3,5,0.4,0.6,2017,Summer,Red
Rengar,Karma,AD_CARRY,SUPPORT,3,4,7,0.42857142857142855,0.5714285714285714,2017,Summer,Red
Rumble,Elise,TOP_LANER,JUNGLER,7,9,16,0.4375,0.5625,2017,Summer,Blue
Gragas,Orianna,JUNGLER,MID_LANER,28,36,64,0.4375,0.5625,2017,Summer,Red
