CHAMP1,CHAMP2,CHAMP1_POSITION,CHAMP2_POSITION,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY,PERCENTDEFEAT,YEAR,SEASON,TEAM
Khazix,Taric,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Blue
Jhin,Galio,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Red
Hecarim,Trundle,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Maokai,Viktor,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
Darius,Elise,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Blue
Elise,Soraka,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Blue
Xayah,Soraka,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Blue
Rengar,Kassadin,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
Rengar,Janna,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Urgot,Maokai,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Blue
Ivern,Janna,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Sejuani,Sona,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Blue
Sivir,Sona,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Blue
Kayn,Anivia,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Red
Kayn,Janna,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Red
Chogath,DrMundo,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Red
DrMundo,Syndra,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
DrMundo,Morgana,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Kayn,Anivia,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Blue
Kayn,TahmKench,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Blue
JarvanIV,Velkoz,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
Maokai,Velkoz,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
JarvanIV,Kayn,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Red
Kayn,Blitzcrank,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Red
Kayn,Karma,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Blue
JarvanIV,Poppy,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Red
Poppy,Viktor,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Red
Poppy,Janna,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Red
Sejuani,Ziggs,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Red
Maokai,JarvanIV,TOP_LANER,JUNGLER,2,3,5,0.4,0.6,2014,Summer,Blue
JarvanIV,Orianna,JUNGLER,MID_LANER,1,3,4,0.25,0.75,2014,Summer,Blue
JarvanIV,Thresh,JUNGLER,SUPPORT,2,2,4,0.5,0.5,2014,Summer,Blue
Lucian,Thresh,AD_CARRY,SUPPORT,1,3,4,0.25,0.75,2014,Summer,Blue
Rumble,Khazix,TOP_LANER,JUNGLER,3,5,8,0.375,0.625,2014,Summer,Red
Khazix,Zilean,JUNGLER,MID_LANER,2,3,5,0.4,0.6,2014,Summer,Red
Khazix,Nami,AD_CARRY,SUPPORT,3,3,6,0.5,0.5,2014,Summer,Red
Tristana,Nami,AD_CARRY,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2014,Summer,Red
Alistar,LeeSin,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2014,Summer,Blue
LeeSin,Yasuo,JUNGLER,MID_LANER,5,2,7,0.7142857142857143,0.2857142857142857,2014,Summer,Blue
LeeSin,Nami,JUNGLER,SUPPORT,4,4,8,0.5,0.5,2014,Summer,Blue
Tristana,Nami,AD_CARRY,SUPPORT,2,3,5,0.4,0.6,2014,Summer,Blue
DrMundo,Khazix,TOP_LANER,JUNGLER,1,5,6,0.16666666666666666,0.8333333333333334,2014,Summer,Red
Khazix,Orianna,JUNGLER,MID_LANER,2,4,6,0.3333333333333333,0.6666666666666666,2014,Summer,Red
Khazix,Sona,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Lucian,Sona,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Maokai,LeeSin,TOP_LANER,JUNGLER,3,3,6,0.5,0.5,2014,Summer,Blue
LeeSin,Syndra,JUNGLER,MID_LANER,0,2,2,0.0,1.0,2014,Summer,Blue
Nidalee,Khazix,TOP_LANER,JUNGLER,1,4,5,0.2,0.8,2014,Summer,Red
Khazix,Fizz,JUNGLER,MID_LANER,2,4,6,0.3333333333333333,0.6666666666666666,2014,Summer,Red
Khazix,Thresh,AD_CARRY,SUPPORT,7,7,14,0.5,0.5,2014,Summer,Red
Lucian,Thresh,AD_CARRY,SUPPORT,8,5,13,0.6153846153846154,0.38461538461538464,2014,Summer,Red
DrMundo,LeeSin,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2014,Summer,Blue
LeeSin,Janna,JUNGLER,SUPPORT,4,2,6,0.6666666666666666,0.3333333333333333,2014,Summer,Blue
Lucian,Janna,AD_CARRY,SUPPORT,4,1,5,0.8,0.2,2014,Summer,Blue
Ryze,Khazix,TOP_LANER,JUNGLER,5,3,8,0.625,0.375,2014,Summer,Red
Caitlyn,Nami,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Red
LeeSin,Thresh,JUNGLER,SUPPORT,4,0,4,1.0,0.0,2014,Summer,Blue
Twitch,Thresh,AD_CARRY,SUPPORT,4,1,5,0.8,0.2,2014,Summer,Blue
Khazix,TwistedFate,JUNGLER,MID_LANER,1,3,4,0.25,0.75,2014,Summer,Red
Khazix,Blitzcrank,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2014,Summer,Red
Jinx,Blitzcrank,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Irelia,Rengar,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2014,Summer,Blue
Rengar,Zilean,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Blue
Rengar,Janna,JUNGLER,SUPPORT,5,0,5,1.0,0.0,2014,Summer,Blue
Tristana,Janna,AD_CARRY,SUPPORT,5,2,7,0.7142857142857143,0.2857142857142857,2014,Summer,Blue
Ryze,Elise,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2014,Summer,Red
Elise,Zed,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Red
Elise,Nami,AD_CARRY,SUPPORT,0,4,4,0.0,1.0,2014,Summer,Red
Corki,Nami,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2014,Summer,Red
Ryze,Khazix,TOP_LANER,JUNGLER,4,2,6,0.6666666666666666,0.3333333333333333,2014,Summer,Blue
Khazix,Syndra,JUNGLER,MID_LANER,2,0,2,1.0,0.0,2014,Summer,Blue
Khazix,Janna,JUNGLER,SUPPORT,5,1,6,0.8333333333333334,0.16666666666666666,2014,Summer,Blue
DrMundo,JarvanIV,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2014,Summer,Red
JarvanIV,Ahri,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Red
JarvanIV,Sona,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Tristana,Sona,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Maokai,Rengar,TOP_LANER,JUNGLER,4,0,4,1.0,0.0,2014,Summer,Blue
Rengar,Orianna,JUNGLER,MID_LANER,2,0,2,1.0,0.0,2014,Summer,Blue
KogMaw,Janna,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2014,Summer,Blue
Khazix,Nunu,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2014,Summer,Red
Nunu,Xerath,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Red
Nunu,Thresh,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Ryze,LeeSin,TOP_LANER,JUNGLER,3,1,4,0.75,0.25,2014,Summer,Blue
Khazix,Syndra,JUNGLER,MID_LANER,1,3,4,0.25,0.75,2014,Summer,Red
Twitch,Zilean,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Alistar,Khazix,TOP_LANER,JUNGLER,2,1,3,0.6666666666666666,0.3333333333333333,2014,Summer,Blue
Khazix,Orianna,JUNGLER,MID_LANER,3,2,5,0.6,0.4,2014,Summer,Blue
Khazix,Thresh,JUNGLER,SUPPORT,1,4,5,0.2,0.8,2014,Summer,Blue
Jinx,Thresh,AD_CARRY,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2014,Summer,Blue
Ryze,LeeSin,TOP_LANER,JUNGLER,1,2,3,0.3333333333333333,0.6666666666666666,2014,Summer,Red
LeeSin,Talon,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Red
LeeSin,Janna,AD_CARRY,SUPPORT,5,3,8,0.625,0.375,2014,Summer,Red
Vayne,Janna,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2014,Summer,Red
Rumble,LeeSin,TOP_LANER,JUNGLER,3,4,7,0.42857142857142855,0.5714285714285714,2014,Summer,Blue
LeeSin,Xerath,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Blue
Lulu,Rengar,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2014,Summer,Red
Rengar,Orianna,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2014,Summer,Red
Rengar,Leona,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Tristana,Leona,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Rengar,Zed,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Blue
Rengar,Thresh,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Blue
Khazix,Talon,JUNGLER,MID_LANER,0,2,2,0.0,1.0,2014,Summer,Red
Lucian,Blitzcrank,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Khazix,Zed,JUNGLER,MID_LANER,3,2,5,0.6,0.4,2014,Summer,Blue
Corki,Janna,AD_CARRY,SUPPORT,3,0,3,1.0,0.0,2014,Summer,Blue
LeeSin,Fizz,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2014,Summer,Red
LeeSin,Braum,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2014,Summer,Red
Ezreal,Braum,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
LeeSin,Ahri,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2014,Summer,Blue
LeeSin,Kayle,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Blue
KogMaw,Kayle,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Blue
Irelia,Rengar,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2014,Summer,Red
Rengar,Janna,AD_CARRY,SUPPORT,3,0,3,1.0,0.0,2014,Summer,Red
LeeSin,TwistedFate,JUNGLER,MID_LANER,2,1,3,0.6666666666666666,0.3333333333333333,2014,Summer,Blue
LeeSin,Blitzcrank,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Blue
Jinx,Blitzcrank,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Blue
Kayle,Khazix,TOP_LANER,JUNGLER,3,2,5,0.6,0.4,2014,Summer,Red
Khazix,Katarina,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Red
Maokai,Khazix,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2014,Summer,Blue
Khazix,Yasuo,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Blue
Lulu,LeeSin,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2014,Summer,Red
LeeSin,Orianna,JUNGLER,MID_LANER,2,1,3,0.6666666666666666,0.3333333333333333,2014,Summer,Red
Tristana,Braum,AD_CARRY,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2014,Summer,Red
Ryze,Pantheon,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2014,Summer,Blue
Pantheon,Jayce,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Blue
Pantheon,Braum,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Blue
Lucian,Braum,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2014,Summer,Blue
Irelia,Khazix,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2014,Summer,Red
Tristana,Thresh,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2014,Summer,Red
Khazix,Morgana,JUNGLER,SUPPORT,2,2,4,0.5,0.5,2014,Summer,Blue
Lucian,Morgana,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Blue
LeeSin,Yasuo,JUNGLER,MID_LANER,2,1,3,0.6666666666666666,0.3333333333333333,2014,Summer,Red
Ezreal,Janna,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
LeeSin,Orianna,JUNGLER,MID_LANER,2,2,4,0.5,0.5,2014,Summer,Blue
Khazix,Janna,AD_CARRY,SUPPORT,3,8,11,0.2727272727272727,0.7272727272727273,2014,Summer,Red
Caitlyn,Janna,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Irelia,LeeSin,TOP_LANER,JUNGLER,3,2,5,0.6,0.4,2014,Summer,Blue
LeeSin,Leona,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Blue
Graves,Leona,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Blue
Nidalee,Vi,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2014,Summer,Red
Vi,Ahri,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Red
Vi,Janna,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Lucian,Janna,AD_CARRY,SUPPORT,2,5,7,0.2857142857142857,0.7142857142857143,2014,Summer,Red
Lucian,Nami,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2014,Summer,Blue
Tristana,Janna,AD_CARRY,SUPPORT,0,3,3,0.0,1.0,2014,Summer,Red
Kayle,LeeSin,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2014,Summer,Blue
LeeSin,Zed,JUNGLER,MID_LANER,2,1,3,0.6666666666666666,0.3333333333333333,2014,Summer,Blue
Lulu,Khazix,TOP_LANER,JUNGLER,0,4,4,0.0,1.0,2014,Summer,Red
Khazix,Jayce,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2014,Summer,Red
Swain,Khazix,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2014,Summer,Blue
Khazix,Ziggs,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Blue
Vayne,Morgana,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Blue
Maokai,LeeSin,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2014,Summer,Red
LeeSin,Syndra,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Red
KogMaw,Janna,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
JarvanIV,Fizz,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2014,Summer,Blue
JarvanIV,Janna,JUNGLER,SUPPORT,2,0,2,1.0,0.0,2014,Summer,Blue
Twitch,Janna,AD_CARRY,SUPPORT,3,0,3,1.0,0.0,2014,Summer,Blue
Khazix,Ziggs,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Red
KogMaw,Nami,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2014,Summer,Red
Rengar,Kassadin,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Blue
Rengar,Braum,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Blue
Rumble,LeeSin,TOP_LANER,JUNGLER,3,1,4,0.75,0.25,2014,Summer,Red
LeeSin,Zed,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Red
LeeSin,Leona,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Jinx,Leona,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Rumble,JarvanIV,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2014,Summer,Blue
JarvanIV,Syndra,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Blue
Maokai,Elise,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2014,Summer,Red
Elise,Yasuo,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Red
Corki,Thresh,AD_CARRY,SUPPORT,4,0,4,1.0,0.0,2014,Summer,Blue
Kayle,Elise,TOP_LANER,JUNGLER,0,3,3,0.0,1.0,2014,Summer,Red
Elise,Ahri,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2014,Summer,Red
Elise,Janna,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2014,Summer,Red
KogMaw,Nami,AD_CARRY,SUPPORT,2,4,6,0.3333333333333333,0.6666666666666666,2014,Summer,Blue
Khazix,Ahri,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Red
Rumble,Khazix,TOP_LANER,JUNGLER,2,0,2,1.0,0.0,2014,Summer,Blue
Elise,Xerath,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Red
Lulu,JarvanIV,TOP_LANER,JUNGLER,0,2,2,0.0,1.0,2014,Summer,Blue
JarvanIV,Xerath,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Blue
JarvanIV,Nami,JUNGLER,SUPPORT,0,4,4,0.0,1.0,2014,Summer,Blue
LeeSin,Thresh,AD_CARRY,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2014,Summer,Red
KogMaw,Thresh,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2014,Summer,Red
Lulu,JarvanIV,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2014,Summer,Red
JarvanIV,Syndra,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Red
JarvanIV,Thresh,AD_CARRY,SUPPORT,2,2,4,0.5,0.5,2014,Summer,Red
Riven,LeeSin,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2014,Summer,Blue
LeeSin,Lulu,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Blue
Tristana,Thresh,AD_CARRY,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2014,Summer,Blue
Lucian,Zilean,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
JarvanIV,Zed,JUNGLER,MID_LANER,0,2,2,0.0,1.0,2014,Summer,Blue
Irelia,Elise,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2014,Summer,Red
Elise,Thresh,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2014,Summer,Red
Ryze,Elise,TOP_LANER,JUNGLER,3,1,4,0.75,0.25,2014,Summer,Blue
Elise,Zed,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2014,Summer,Blue
Elise,Thresh,JUNGLER,SUPPORT,2,2,4,0.5,0.5,2014,Summer,Blue
Irelia,Evelynn,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2014,Summer,Blue
Evelynn,Zilean,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Blue
Evelynn,Nami,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Blue
Khazix,Kassadin,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Red
LeeSin,Fizz,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Blue
JarvanIV,Yasuo,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Blue
Khazix,Braum,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2014,Summer,Red
Rumble,Elise,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2014,Summer,Blue
Elise,Syndra,JUNGLER,MID_LANER,0,2,2,0.0,1.0,2014,Summer,Blue
Elise,Nami,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Blue
Khazix,Zed,JUNGLER,MID_LANER,2,2,4,0.5,0.5,2014,Summer,Red
Irelia,Rammus,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2014,Summer,Blue
Rammus,Ahri,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Blue
Rammus,Alistar,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Blue
KogMaw,Alistar,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Blue
Ryze,JarvanIV,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2014,Summer,Red
JarvanIV,Zilean,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Red
JarvanIV,Morgana,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Lucian,Morgana,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2014,Summer,Red
LeeSin,Lissandra,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Red
LeeSin,Zilean,JUNGLER,MID_LANER,2,2,4,0.5,0.5,2014,Summer,Blue
LeeSin,Morgana,JUNGLER,SUPPORT,0,2,2,0.0,1.0,2014,Summer,Blue
Tristana,Morgana,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2014,Summer,Blue
Khazix,Lulu,JUNGLER,MID_LANER,2,0,2,1.0,0.0,2014,Summer,Red
Twitch,Janna,AD_CARRY,SUPPORT,6,0,6,1.0,0.0,2014,Summer,Red
KogMaw,Zilean,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Blue
Khazix,Xerath,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Red
Khazix,Morgana,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2014,Summer,Red
Maokai,Rengar,TOP_LANER,JUNGLER,2,0,2,1.0,0.0,2014,Summer,Red
Rengar,Kassadin,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Red
Elise,Ahri,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Blue
Elise,Morgana,JUNGLER,SUPPORT,1,1,2,0.5,0.5,2014,Summer,Blue
Jinx,Morgana,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Blue
Twitch,Thresh,AD_CARRY,SUPPORT,2,3,5,0.4,0.6,2014,Summer,Red
Elise,Talon,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2014,Summer,Red
Corki,Thresh,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2014,Summer,Red
Twitch,Nami,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2014,Summer,Red
LeeSin,Xerath,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Red
Kassadin,LeeSin,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2014,Summer,Blue
Lucian,Zilean,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Blue
Nidalee,Elise,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2014,Summer,Red
Corki,Janna,AD_CARRY,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2014,Summer,Red
Elise,Jayce,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2014,Summer,Blue
Corki,Nami,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Blue
Singed,Khazix,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2014,Summer,Red
DrMundo,Khazix,TOP_LANER,JUNGLER,0,2,2,0.0,1.0,2014,Summer,Blue
Khazix,Kassadin,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Blue
JarvanIV,Yasuo,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Red
Khazix,Ahri,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Blue
Kayle,LeeSin,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2014,Summer,Red
Twitch,Braum,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Red
Nidalee,Elise,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2014,Summer,Blue
Maokai,Elise,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2014,Summer,Blue
Corki,Morgana,AD_CARRY,SUPPORT,1,3,4,0.25,0.75,2014,Summer,Blue
LeeSin,Jayce,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2014,Summer,Blue
LeeSin,Braum,JUNGLER,SUPPORT,1,1,2,0.5,0.5,2014,Summer,Blue
Corki,Braum,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2014,Summer,Blue
Graves,Janna,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
LeeSin,Talon,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2014,Summer,Blue
Rengar,Yasuo,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Red
Rengar,Nami,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Red
Khazix,Lulu,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Blue
Khazix,Nami,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Blue
Twitch,Nami,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Blue
Ryze,Evelynn,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2014,Summer,Red
Evelynn,Syndra,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Red
Evelynn,Thresh,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Red
Khazix,Braum,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Blue
Irelia,LeeSin,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2014,Summer,Red
Vayne,Thresh,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Ryze,JarvanIV,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2014,Summer,Blue
Kassadin,Khazix,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2014,Summer,Blue
LeeSin,Ahri,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Red
Ryze,Rengar,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2014,Summer,Blue
Rengar,Jayce,JUNGLER,MID_LANER,2,0,2,1.0,0.0,2014,Summer,Blue
Corki,Braum,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Red
Varus,Zilean,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2014,Summer,Blue
Akali,Rengar,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2014,Summer,Red
Rengar,Jayce,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2014,Summer,Red
Rengar,Morgana,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2014,Summer,Blue
