CHAMP1,CHAMP2,Year,Season,Team,CHAMP1_POS,CHAMP2_POS,Total_Played,Wins
JarvanIV,TahmKench,2018,Spring,red,Jungle,Support,15,7
Sejuani,TahmKench,2018,Spring,red,Jungle,Support,7,3
Khazix,Braum,2018,Spring,red,Jungle,Support,12,6
Sejuani,Taric,2018,Spring,red,Jungle,Support,5,2
Gragas,TahmKench,2018,Spring,red,Jungle,Support,3,3
Ivern,TahmKench,2018,Spring,red,Jungle,Support,1,1
JarvanIV,Braum,2018,Spring,red,Jungle,Support,15,7
Zac,Braum,2018,Spring,red,Jungle,Support,4,3
LeeSin,Taric,2018,Spring,red,Jungle,Support,1,0
Nidalee,Janna,2018,Spring,red,Jungle,Support,1,0
Zac,Shen,2018,Spring,red,Jungle,Support,4,1
Khazix,TahmKench,2018,Spring,red,Jungle,Support,5,1
Zac,Thresh,2018,Spring,red,Jungle,Support,1,0
Zac,Taric,2018,Spring,red,Jungle,Support,3,2
JarvanIV,Ornn,2018,Spring,red,Jungle,Support,6,3
Khazix,Alistar,2018,Spring,red,Jungle,Support,5,2
JarvanIV,Rakan,2018,Spring,red,Jungle,Support,4,2
Shyvana,Thresh,2018,Spring,red,Jungle,Support,1,0
JarvanIV,Janna,2018,Spring,red,Jungle,Support,7,3
Sejuani,Braum,2018,Spring,red,Jungle,Support,16,7
JarvanIV,Lulu,2018,Spring,red,Jungle,Support,2,0
Shyvana,Braum,2018,Spring,red,Jungle,Support,1,1
JarvanIV,Shen,2018,Spring,red,Jungle,Support,1,0
Sejuani,Karma,2018,Spring,red,Jungle,Support,1,0
Sejuani,Alistar,2018,Spring,red,Jungle,Support,5,1
Zac,TahmKench,2018,Spring,red,Jungle,Support,1,1
JarvanIV,Zilean,2018,Spring,red,Jungle,Support,1,0
XinZhao,TahmKench,2018,Spring,red,Jungle,Support,2,1
JarvanIV,Taric,2018,Spring,red,Jungle,Support,2,1
Sejuani,Shen,2018,Spring,red,Jungle,Support,2,1
Jax,Braum,2018,Spring,red,Jungle,Support,4,4
Sejuani,Thresh,2018,Spring,red,Jungle,Support,1,1
Sejuani,Janna,2018,Spring,red,Jungle,Support,4,3
Evelynn,TahmKench,2018,Spring,red,Jungle,Support,2,1
XinZhao,Janna,2018,Spring,red,Jungle,Support,1,1
LeeSin,Zilean,2015,Spring,red,Jungle,Support,1,0
Khazix,Braum,2015,Spring,red,Jungle,Support,2,2
Khazix,Nami,2015,Spring,red,Jungle,Support,7,3
Khazix,Morgana,2015,Spring,red,Jungle,Support,1,1
LeeSin,Alistar,2015,Spring,red,Jungle,Support,2,0
JarvanIV,Soraka,2015,Spring,red,Jungle,Support,2,0
Elise,Nami,2015,Spring,red,Jungle,Support,3,1
Elise,Alistar,2015,Spring,red,Jungle,Support,2,1
Gragas,Nami,2015,Summer,red,Jungle,Support,1,0
Elise,Morgana,2015,Spring,red,Jungle,Support,1,0
Gragas,Zilean,2015,Spring,red,Jungle,Support,1,1
Fizz,Thresh,2015,Spring,red,Jungle,Support,1,1
Fizz,Braum,2015,Spring,red,Jungle,Support,1,0
Hecarim,Nami,2015,Spring,red,Jungle,Support,1,0
Khazix,Alistar,2015,Spring,red,Jungle,Support,1,1
Khazix,Sona,2015,Spring,red,Jungle,Support,1,1
JarvanIV,Sona,2015,Spring,red,Jungle,Support,2,1
Maokai,Nami,2015,Spring,red,Jungle,Support,1,1
Rammus,Nami,2015,Spring,red,Jungle,Support,1,0
Lulu,Alistar,2015,Spring,red,Jungle,Support,1,0
Elise,Sona,2015,Spring,red,Jungle,Support,1,0
Khazix,Thresh,2016,Spring,red,Jungle,Support,4,2
Vi,Kennen,2016,Spring,red,Jungle,Support,1,0
Nocturne,Thresh,2015,Spring,red,Jungle,Support,1,1
RekSai,Lulu,2016,Summer,red,Jungle,Support,1,1
RekSai,Soraka,2017,Spring,red,Jungle,Support,3,2
Hecarim,Janna,2017,Spring,red,Jungle,Support,2,2
Hecarim,Bard,2017,Spring,red,Jungle,Support,3,1
Rengar,Lulu,2017,Summer,red,Jungle,Support,3,0
Nidalee,Zyra,2017,Summer,red,Jungle,Support,1,0
JarvanIV,Morgana,2018,Spring,red,Jungle,Support,2,0
Elise,Lulu,2018,Spring,red,Jungle,Support,2,1
Gragas,Braum,2018,Spring,red,Jungle,Support,1,1
Elise,Taric,2018,Spring,red,Jungle,Support,1,0
RekSai,Lulu,2018,Spring,red,Jungle,Support,2,2
RekSai,Braum,2018,Spring,red,Jungle,Support,5,3
RekSai,Zyra,2018,Spring,red,Jungle,Support,1,0
Gragas,Zyra,2018,Spring,red,Jungle,Support,2,0
JarvanIV,Thresh,2018,Spring,red,Jungle,Support,4,3
Olaf,Braum,2018,Spring,red,Jungle,Support,1,0
RekSai,Blitzcrank,2018,Spring,red,Jungle,Support,1,0
RekSai,Thresh,2018,Spring,red,Jungle,Support,1,0
Hecarim,Alistar,2017,Spring,red,Jungle,Support,3,2
RekSai,Trundle,2017,Spring,red,Jungle,Support,8,4
Hecarim,Karma,2017,Spring,red,Jungle,Support,1,1
Gragas,Trundle,2017,Spring,red,Jungle,Support,1,1
Graves,Malzahar,2017,Summer,red,Jungle,Support,2,2
Graves,Nautilus,2017,Summer,red,Jungle,Support,1,1
Elise,Thresh,2018,Spring,red,Jungle,Support,3,2
Elise,Alistar,2018,Spring,red,Jungle,Support,2,1
Gragas,Janna,2018,Spring,red,Jungle,Support,2,2
Maokai,Taric,2018,Spring,red,Jungle,Support,1,1
Maokai,Janna,2018,Spring,red,Jungle,Support,1,1
Elise,Janna,2018,Spring,red,Jungle,Support,2,1
Gragas,Thresh,2018,Spring,red,Jungle,Support,1,1
Gragas,Alistar,2018,Spring,red,Jungle,Support,4,3
Gragas,Morgana,2018,Spring,red,Jungle,Support,1,1
Gragas,Rakan,2018,Spring,red,Jungle,Support,3,2
Maokai,Thresh,2018,Spring,red,Jungle,Support,1,1
Sejuani,Morgana,2018,Spring,red,Jungle,Support,1,0
RekSai,Alistar,2017,Spring,red,Jungle,Support,1,0
Gragas,Bard,2017,Spring,red,Jungle,Support,1,1
Elise,Trundle,2017,Spring,red,Jungle,Support,1,1
Gragas,Braum,2017,Spring,red,Jungle,Support,2,1
Hecarim,Taric,2017,Spring,red,Jungle,Support,1,0
Jayce,Lulu,2017,Summer,red,Jungle,Support,1,1
Sejuani,Rakan,2018,Spring,red,Jungle,Support,1,0
JarvanIV,Karma,2018,Spring,red,Jungle,Support,1,1
Sejuani,Lulu,2018,Spring,red,Jungle,Support,1,0
Zac,Lulu,2018,Spring,red,Jungle,Support,1,0
Skarner,Braum,2017,Spring,red,Jungle,Support,1,0
Hecarim,Trundle,2017,Spring,red,Jungle,Support,1,1
Zac,Rakan,2018,Spring,red,Jungle,Support,1,1
Maokai,Braum,2018,Spring,red,Jungle,Support,1,0
Zac,Alistar,2018,Spring,red,Jungle,Support,4,2
Poppy,Alistar,2018,Spring,red,Jungle,Support,1,0
LeeSin,Janna,2018,Spring,red,Jungle,Support,1,0
Nidalee,Braum,2018,Spring,red,Jungle,Support,3,2
Skarner,Thresh,2018,Spring,red,Jungle,Support,1,0
LeeSin,Braum,2018,Spring,red,Jungle,Support,1,0
Khazix,Shen,2018,Spring,red,Jungle,Support,1,0
LeeSin,TahmKench,2018,Spring,red,Jungle,Support,2,0
Shyvana,Taric,2018,Spring,red,Jungle,Support,1,0
Rengar,Alistar,2018,Spring,red,Jungle,Support,1,0
Zac,Zilean,2018,Spring,red,Jungle,Support,1,1
Sejuani,Brand,2018,Spring,red,Jungle,Support,1,0
Jax,TahmKench,2018,Spring,red,Jungle,Support,1,1
XinZhao,Rakan,2018,Spring,red,Jungle,Support,1,1
Ivern,Braum,2018,Spring,red,Jungle,Support,1,1
Evelynn,Taric,2018,Spring,red,Jungle,Support,1,1
Sivir,Thresh,2015,Spring,red,ADC,Support,29,16
Corki,Annie,2015,Spring,red,ADC,Support,21,6
Corki,Janna,2015,Spring,red,ADC,Support,25,10
KogMaw,Janna,2015,Spring,red,ADC,Support,8,4
Corki,Thresh,2015,Spring,red,ADC,Support,27,12
Tristana,Nami,2015,Spring,red,ADC,Support,6,2
Sivir,Blitzcrank,2015,Spring,red,ADC,Support,2,0
Corki,Morgana,2015,Spring,red,ADC,Support,9,6
Graves,Morgana,2015,Spring,red,ADC,Support,6,1
Ezreal,Janna,2015,Spring,red,ADC,Support,4,0
Sivir,Leona,2015,Spring,red,ADC,Support,14,5
Kalista,Blitzcrank,2015,Spring,red,ADC,Support,2,2
Tristana,Janna,2015,Spring,red,ADC,Support,8,1
Sivir,Janna,2015,Spring,red,ADC,Support,17,8
Caitlyn,Janna,2015,Spring,red,ADC,Support,6,2
Graves,Janna,2015,Spring,red,ADC,Support,19,8
Kalista,Thresh,2015,Spring,red,ADC,Support,20,10
Graves,Annie,2015,Spring,red,ADC,Support,17,10
Sivir,Morgana,2015,Spring,red,ADC,Support,13,8
Jinx,Morgana,2015,Spring,red,ADC,Support,5,3
Lucian,Janna,2015,Spring,red,ADC,Support,23,12
Kalista,Annie,2015,Spring,red,ADC,Support,12,4
Kalista,Janna,2015,Spring,red,ADC,Support,8,7
Graves,Leona,2015,Spring,red,ADC,Support,8,5
Graves,Thresh,2015,Spring,red,ADC,Support,15,5
Sivir,Annie,2015,Spring,red,ADC,Support,16,12
Tristana,Braum,2015,Spring,red,ADC,Support,2,1
Jinx,Janna,2015,Spring,red,ADC,Support,13,4
Corki,Braum,2015,Spring,red,ADC,Support,7,4
Ezreal,Annie,2015,Spring,red,ADC,Support,5,1
Corki,Leona,2015,Spring,red,ADC,Support,14,5
Jinx,Thresh,2015,Spring,red,ADC,Support,16,9
Lucian,Nautilus,2015,Spring,red,ADC,Support,7,3
Twitch,Janna,2015,Spring,red,ADC,Support,2,0
Vayne,Janna,2015,Spring,red,ADC,Support,5,2
Sivir,Lulu,2015,Spring,red,ADC,Support,2,1
Lucian,Annie,2015,Spring,red,ADC,Support,5,4
Varus,Janna,2015,Spring,red,ADC,Support,1,0
Vayne,Alistar,2015,Spring,red,ADC,Support,1,0
Urgot,Thresh,2015,Summer,red,ADC,Support,7,2
Kalista,Annie,2015,Summer,red,ADC,Support,10,6
Sivir,Alistar,2015,Summer,red,ADC,Support,58,28
Vayne,Nautilus,2015,Summer,red,ADC,Support,3,1
Graves,Nautilus,2015,Summer,red,ADC,Support,2,1
Ashe,Thresh,2015,Summer,red,ADC,Support,5,3
Kalista,Thresh,2015,Summer,red,ADC,Support,18,8
Kalista,Morgana,2015,Summer,red,ADC,Support,6,2
Jinx,Alistar,2015,Summer,red,ADC,Support,10,3
Sivir,Thresh,2015,Summer,red,ADC,Support,32,18
Corki,Nautilus,2015,Summer,red,ADC,Support,20,8
Sivir,Janna,2015,Summer,red,ADC,Support,22,10
Sivir,Bard,2015,Summer,red,ADC,Support,7,7
Kalista,Bard,2015,Summer,red,ADC,Support,2,1
Ezreal,Thresh,2015,Summer,red,ADC,Support,3,2
Jinx,Thresh,2015,Summer,red,ADC,Support,18,12
Sivir,Morgana,2015,Summer,red,ADC,Support,6,2
Lucian,Nautilus,2015,Summer,red,ADC,Support,3,2
Lucian,Janna,2015,Summer,red,ADC,Support,10,5
Ashe,Bard,2015,Summer,red,ADC,Support,2,1
Corki,Alistar,2015,Summer,red,ADC,Support,34,13
Corki,Malphite,2015,Summer,red,ADC,Support,1,0
Tristana,Nautilus,2015,Summer,red,ADC,Support,5,2
Vayne,Janna,2015,Summer,red,ADC,Support,12,4
Graves,Janna,2015,Summer,red,ADC,Support,2,1
Kalista,Alistar,2015,Summer,red,ADC,Support,21,13
Sivir,Nautilus,2015,Summer,red,ADC,Support,35,15
Sivir,Annie,2015,Summer,red,ADC,Support,30,15
Jinx,Annie,2015,Summer,red,ADC,Support,5,1
Vayne,Alistar,2015,Summer,red,ADC,Support,18,8
Corki,Thresh,2015,Summer,red,ADC,Support,21,10
Corki,Braum,2015,Summer,red,ADC,Support,10,4
Corki,Annie,2015,Summer,red,ADC,Support,12,5
Sivir,Shen,2015,Summer,red,ADC,Support,4,3
Tristana,Janna,2015,Summer,red,ADC,Support,7,4
Vayne,Braum,2015,Summer,red,ADC,Support,7,1
Jinx,Shen,2015,Summer,red,ADC,Support,4,1
Tristana,Braum,2015,Summer,red,ADC,Support,8,2
Corki,Janna,2015,Summer,red,ADC,Support,19,11
Jinx,Janna,2015,Summer,red,ADC,Support,7,5
KogMaw,Janna,2015,Summer,red,ADC,Support,13,5
Tristana,Alistar,2015,Summer,red,ADC,Support,17,7
Tristana,Karma,2015,Summer,red,ADC,Support,3,2
KogMaw,Thresh,2015,Summer,red,ADC,Support,7,4
Draven,Thresh,2015,Summer,red,ADC,Support,2,2
Ashe,Braum,2015,Summer,red,ADC,Support,8,6
Sivir,Braum,2015,Summer,red,ADC,Support,12,5
Graves,Alistar,2015,Spring,red,ADC,Support,3,2
Lucian,Braum,2015,Spring,red,ADC,Support,4,3
Lucian,Alistar,2015,Spring,red,ADC,Support,4,0
Sivir,Nautilus,2015,Spring,red,ADC,Support,10,7
Lucian,Thresh,2015,Spring,red,ADC,Support,19,9
Corki,Nautilus,2015,Spring,red,ADC,Support,4,4
Vayne,Nautilus,2015,Spring,red,ADC,Support,1,0
Sivir,Braum,2015,Spring,red,ADC,Support,3,2
Kalista,Kennen,2015,Spring,red,ADC,Support,2,2
KogMaw,Leona,2015,Summer,red,ADC,Support,1,1
Ashe,Alistar,2015,Summer,red,ADC,Support,12,5
KogMaw,Alistar,2015,Summer,red,ADC,Support,12,4
Tristana,Thresh,2015,Summer,red,ADC,Support,8,3
KogMaw,Braum,2015,Summer,red,ADC,Support,9,4
Jinx,Braum,2015,Summer,red,ADC,Support,3,1
Twitch,Braum,2015,Summer,red,ADC,Support,1,0
Ashe,Leona,2015,Summer,red,ADC,Support,4,1
Ashe,Janna,2015,Summer,red,ADC,Support,2,0
Sivir,Soraka,2015,Summer,red,ADC,Support,1,1
Vayne,Morgana,2015,Summer,red,ADC,Support,3,3
Draven,Braum,2015,Summer,red,ADC,Support,2,1
Kalista,Bard,2016,Spring,red,ADC,Support,11,7
Lucian,Janna,2016,Spring,red,ADC,Support,23,10
Kindred,Alistar,2016,Spring,red,ADC,Support,2,0
Kalista,Trundle,2016,Spring,red,ADC,Support,13,7
Lucian,Braum,2016,Spring,red,ADC,Support,67,22
Lucian,Alistar,2016,Spring,red,ADC,Support,71,31
Caitlyn,Alistar,2016,Spring,red,ADC,Support,12,6
Corki,Janna,2016,Spring,red,ADC,Support,7,4
Corki,Thresh,2016,Spring,red,ADC,Support,13,7
Ezreal,Alistar,2016,Spring,red,ADC,Support,50,23
Kalista,Alistar,2016,Spring,red,ADC,Support,73,37
Corki,Alistar,2016,Spring,red,ADC,Support,34,18
Kalista,Morgana,2016,Spring,red,ADC,Support,17,7
Caitlyn,Braum,2016,Spring,red,ADC,Support,12,4
Corki,Morgana,2016,Spring,red,ADC,Support,7,5
Lucian,Thresh,2016,Spring,red,ADC,Support,38,18
Caitlyn,Poppy,2016,Spring,red,ADC,Support,1,0
Kalista,Soraka,2016,Spring,red,ADC,Support,3,2
Kalista,Thresh,2016,Spring,red,ADC,Support,47,30
Ezreal,Morgana,2016,Spring,red,ADC,Support,10,1
Kalista,Lulu,2016,Spring,red,ADC,Support,1,1
Kalista,Poppy,2016,Spring,red,ADC,Support,5,0
Lucian,Morgana,2016,Spring,red,ADC,Support,12,6
Jhin,Alistar,2016,Spring,red,ADC,Support,11,4
Corki,Bard,2016,Spring,red,ADC,Support,9,6
Lucian,Soraka,2016,Spring,red,ADC,Support,6,3
Ezreal,Bard,2016,Spring,red,ADC,Support,11,6
Kalista,Janna,2016,Spring,red,ADC,Support,6,5
KogMaw,Janna,2016,Spring,red,ADC,Support,2,1
Kalista,Braum,2016,Spring,red,ADC,Support,23,10
KogMaw,Braum,2016,Spring,red,ADC,Support,9,3
Sivir,Braum,2016,Spring,red,ADC,Support,25,11
Jhin,Braum,2016,Spring,red,ADC,Support,4,0
Sivir,Janna,2016,Spring,red,ADC,Support,5,2
Caitlyn,Bard,2016,Spring,red,ADC,Support,5,1
Ezreal,Braum,2016,Spring,red,ADC,Support,30,15
Sivir,Trundle,2016,Spring,red,ADC,Support,12,7
Kalista,Shen,2016,Spring,red,ADC,Support,1,0
Vayne,Janna,2016,Spring,red,ADC,Support,2,2
Jhin,Morgana,2016,Spring,red,ADC,Support,4,2
Jhin,Karma,2016,Spring,red,ADC,Support,1,1
Sivir,Bard,2016,Spring,red,ADC,Support,12,4
Lucian,Poppy,2016,Spring,red,ADC,Support,9,5
Ezreal,Nami,2016,Summer,red,ADC,Support,18,6
Lucian,Braum,2016,Summer,red,ADC,Support,67,35
Sivir,Alistar,2016,Summer,red,ADC,Support,34,17
Lucian,Karma,2016,Summer,red,ADC,Support,40,19
Lucian,Janna,2016,Summer,red,ADC,Support,2,0
Ashe,Karma,2016,Summer,red,ADC,Support,33,16
Sivir,Karma,2016,Summer,red,ADC,Support,74,39
Ashe,Zyra,2016,Summer,red,ADC,Support,8,6
Lucian,Nami,2016,Summer,red,ADC,Support,20,5
Lucian,Zyra,2016,Summer,red,ADC,Support,8,5
Caitlyn,Bard,2016,Summer,red,ADC,Support,20,8
Caitlyn,Alistar,2016,Summer,red,ADC,Support,12,5
Ezreal,Karma,2016,Summer,red,ADC,Support,50,26
Ashe,Braum,2016,Summer,red,ADC,Support,48,23
Ezreal,Zyra,2016,Summer,red,ADC,Support,12,5
Sivir,Bard,2016,Summer,red,ADC,Support,30,18
Caitlyn,Braum,2016,Summer,red,ADC,Support,24,10
Lucian,Soraka,2016,Summer,red,ADC,Support,8,3
Lucian,Bard,2016,Summer,red,ADC,Support,23,12
Sivir,Braum,2016,Summer,red,ADC,Support,63,31
Sivir,Nami,2016,Summer,red,ADC,Support,24,16
Caitlyn,Zyra,2016,Summer,red,ADC,Support,5,3
Sivir,Zyra,2016,Summer,red,ADC,Support,5,3
Ashe,Alistar,2016,Summer,red,ADC,Support,25,13
Vayne,Karma,2016,Summer,red,ADC,Support,2,2
Ashe,Thresh,2016,Summer,red,ADC,Support,14,10
Sivir,Soraka,2016,Summer,red,ADC,Support,8,2
Jhin,Bard,2016,Summer,red,ADC,Support,32,14
Ezreal,Trundle,2016,Summer,red,ADC,Support,11,2
Jinx,Braum,2016,Summer,red,ADC,Support,3,2
Vayne,Braum,2016,Summer,red,ADC,Support,3,0
Caitlyn,Karma,2016,Summer,red,ADC,Support,33,9
Tristana,Braum,2016,Summer,red,ADC,Support,4,2
Tristana,Alistar,2016,Summer,red,ADC,Support,2,0
Ashe,Nami,2016,Summer,red,ADC,Support,16,9
Jhin,Braum,2016,Summer,red,ADC,Support,42,28
Ezreal,Braum,2016,Summer,red,ADC,Support,48,19
Jhin,Karma,2016,Summer,red,ADC,Support,27,14
Jhin,Zyra,2016,Summer,red,ADC,Support,13,5
Twitch,Braum,2016,Summer,red,ADC,Support,7,2
Ashe,Bard,2016,Summer,red,ADC,Support,20,8
Jhin,Trundle,2016,Summer,red,ADC,Support,12,3
Ezreal,Alistar,2016,Summer,red,ADC,Support,11,3
Sivir,Thresh,2016,Summer,red,ADC,Support,9,7
Jhin,Soraka,2016,Summer,red,ADC,Support,5,3
Ashe,Soraka,2016,Summer,red,ADC,Support,5,3
Jhin,Morgana,2016,Summer,red,ADC,Support,5,1
Sivir,Trundle,2016,Summer,red,ADC,Support,10,6
Ezreal,Bard,2016,Summer,red,ADC,Support,22,12
Tristana,Taric,2016,Summer,red,ADC,Support,2,0
Ashe,Sona,2016,Summer,red,ADC,Support,3,1
Lucian,Trundle,2016,Summer,red,ADC,Support,20,11
Lucian,Sona,2016,Summer,red,ADC,Support,3,1
Jhin,Thresh,2016,Summer,red,ADC,Support,19,10
Jhin,Alistar,2016,Summer,red,ADC,Support,25,9
Ezreal,TahmKench,2016,Summer,red,ADC,Support,5,3
Jhin,Sona,2016,Summer,red,ADC,Support,2,1
Jhin,TahmKench,2016,Summer,red,ADC,Support,14,6
KogMaw,Morgana,2016,Summer,red,ADC,Support,2,1
Ashe,Taric,2016,Summer,red,ADC,Support,10,3
Sivir,Sona,2016,Summer,red,ADC,Support,2,0
Sivir,Taric,2016,Summer,red,ADC,Support,19,12
Ezreal,Taric,2016,Summer,red,ADC,Support,4,2
Lucian,Trundle,2016,Spring,red,ADC,Support,33,14
Jhin,Janna,2016,Spring,red,ADC,Support,1,0
Caitlyn,Karma,2016,Spring,red,ADC,Support,1,1
Sivir,Karma,2016,Spring,red,ADC,Support,2,0
Tristana,Braum,2016,Spring,red,ADC,Support,5,1
Corki,Karma,2016,Spring,red,ADC,Support,1,0
Caitlyn,Morgana,2016,Spring,red,ADC,Support,4,1
Ashe,TahmKench,2016,Summer,red,ADC,Support,19,8
Ashe,Trundle,2016,Summer,red,ADC,Support,8,5
Varus,Braum,2016,Summer,red,ADC,Support,2,1
Jhin,Taric,2016,Summer,red,ADC,Support,7,4
Ashe,MissFortune,2017,Spring,red,ADC,Support,28,11
Ashe,Malzahar,2017,Spring,red,ADC,Support,42,19
Varus,Nami,2017,Spring,red,ADC,Support,25,11
Ashe,Thresh,2017,Spring,red,ADC,Support,22,10
Ashe,Lulu,2017,Spring,red,ADC,Support,42,16
Ashe,Zyra,2017,Spring,red,ADC,Support,61,22
Varus,Karma,2017,Spring,red,ADC,Support,48,20
Ezreal,Malzahar,2017,Spring,red,ADC,Support,10,2
Varus,Morgana,2017,Spring,red,ADC,Support,5,2
Varus,Zyra,2017,Spring,red,ADC,Support,38,19
Varus,TahmKench,2017,Spring,red,ADC,Support,21,7
Varus,Malzahar,2017,Spring,red,ADC,Support,44,23
Ashe,Karma,2017,Spring,red,ADC,Support,64,27
Jhin,Taric,2017,Spring,red,ADC,Support,5,3
Ezreal,Zyra,2017,Spring,red,ADC,Support,18,7
Ezreal,Karma,2017,Spring,red,ADC,Support,70,25
Jhin,Malzahar,2017,Spring,red,ADC,Support,51,30
Varus,Thresh,2017,Spring,red,ADC,Support,21,14
Ashe,Morgana,2017,Spring,red,ADC,Support,3,1
Jhin,Karma,2017,Spring,red,ADC,Support,67,30
Varus,Lulu,2017,Spring,red,ADC,Support,32,14
Caitlyn,Zyra,2017,Spring,red,ADC,Support,18,7
Varus,MissFortune,2017,Spring,red,ADC,Support,23,10
Varus,Taric,2017,Spring,red,ADC,Support,3,1
Ziggs,Bard,2017,Spring,red,ADC,Support,1,0
Jhin,Thresh,2017,Spring,red,ADC,Support,20,13
Varus,Braum,2017,Spring,red,ADC,Support,6,2
MissFortune,Zyra,2017,Spring,red,ADC,Support,4,2
Jhin,MissFortune,2017,Spring,red,ADC,Support,22,12
Jhin,Zyra,2017,Spring,red,ADC,Support,42,18
MissFortune,Malzahar,2017,Spring,red,ADC,Support,2,2
MissFortune,Thresh,2017,Spring,red,ADC,Support,1,1
Ashe,Taric,2017,Spring,red,ADC,Support,5,3
Jhin,Lulu,2017,Spring,red,ADC,Support,25,10
Caitlyn,Malzahar,2017,Spring,red,ADC,Support,22,11
Jhin,Nami,2017,Spring,red,ADC,Support,21,9
Jhin,Bard,2017,Spring,red,ADC,Support,12,6
Caitlyn,Nami,2017,Spring,red,ADC,Support,13,4
Jhin,Camille,2017,Spring,red,ADC,Support,1,0
Ashe,Nami,2017,Spring,red,ADC,Support,23,10
Sivir,Nami,2017,Spring,red,ADC,Support,4,3
Ezreal,Nami,2017,Spring,red,ADC,Support,26,10
Sivir,Janna,2017,Spring,red,ADC,Support,2,1
Jhin,Soraka,2017,Spring,red,ADC,Support,2,0
Ezreal,Braum,2017,Spring,red,ADC,Support,4,3
Caitlyn,Lulu,2017,Spring,red,ADC,Support,26,13
Sivir,Karma,2017,Spring,red,ADC,Support,27,13
Jhin,Braum,2017,Spring,red,ADC,Support,11,3
Caitlyn,TahmKench,2017,Spring,red,ADC,Support,7,0
Jhin,TahmKench,2017,Spring,red,ADC,Support,28,8
Ezreal,Camille,2017,Spring,red,ADC,Support,2,0
Varus,Soraka,2017,Spring,red,ADC,Support,2,1
Ezreal,Lulu,2017,Spring,red,ADC,Support,30,15
Sivir,Lulu,2017,Spring,red,ADC,Support,10,3
Draven,Lulu,2017,Spring,red,ADC,Support,2,0
Ezreal,Thresh,2017,Spring,red,ADC,Support,9,7
Caitlyn,Thresh,2017,Spring,red,ADC,Support,10,3
Ezreal,Taric,2017,Spring,red,ADC,Support,2,1
Jayce,Karma,2017,Spring,red,ADC,Support,1,0
Ezreal,Bard,2017,Spring,red,ADC,Support,1,0
Ziggs,Braum,2017,Spring,red,ADC,Support,1,0
Caitlyn,Karma,2017,Spring,red,ADC,Support,28,15
Ezreal,TahmKench,2017,Spring,red,ADC,Support,2,0
Draven,Karma,2017,Spring,red,ADC,Support,1,1
Ziggs,Karma,2017,Spring,red,ADC,Support,7,0
Twitch,TahmKench,2017,Spring,red,ADC,Support,4,2
Caitlyn,Janna,2017,Spring,red,ADC,Support,1,0
Lucian,Nami,2017,Spring,red,ADC,Support,5,4
Varus,Brand,2017,Spring,red,ADC,Support,3,2
Kalista,Thresh,2017,Spring,red,ADC,Support,7,5
Kennen,Zyra,2017,Spring,red,ADC,Support,4,2
Lucian,Karma,2017,Spring,red,ADC,Support,18,7
KogMaw,Lulu,2017,Spring,red,ADC,Support,10,3
Ziggs,Lulu,2017,Spring,red,ADC,Support,2,0
Twitch,Karma,2017,Spring,red,ADC,Support,1,1
Ashe,Gragas,2017,Spring,red,ADC,Support,1,1
Caitlyn,Karma,2017,Summer,red,ADC,Support,19,7
Varus,Lulu,2017,Summer,red,ADC,Support,26,9
Caitlyn,Bard,2017,Summer,red,ADC,Support,7,3
Varus,Karma,2017,Summer,red,ADC,Support,17,8
Varus,Bard,2017,Summer,red,ADC,Support,13,5
KogMaw,Lulu,2017,Summer,red,ADC,Support,20,11
Jhin,Rakan,2017,Summer,red,ADC,Support,4,0
Caitlyn,Nami,2017,Summer,red,ADC,Support,3,2
Jhin,Zyra,2017,Summer,red,ADC,Support,8,5
Ashe,Karma,2017,Summer,red,ADC,Support,18,7
Xayah,Rakan,2017,Summer,red,ADC,Support,95,40
Ashe,TahmKench,2017,Summer,red,ADC,Support,25,8
Twitch,Thresh,2017,Summer,red,ADC,Support,15,6
Varus,Thresh,2017,Summer,red,ADC,Support,51,20
Ashe,Zyra,2017,Summer,red,ADC,Support,40,20
Varus,Zyra,2017,Summer,red,ADC,Support,27,13
Kennen,Thresh,2017,Summer,red,ADC,Support,3,2
Kalista,Thresh,2017,Summer,red,ADC,Support,55,23
Varus,Braum,2017,Summer,red,ADC,Support,63,23
Caitlyn,Galio,2017,Summer,red,ADC,Support,4,2
Xayah,Blitzcrank,2017,Summer,red,ADC,Support,15,8
Ziggs,Karma,2017,Summer,red,ADC,Support,2,0
Xayah,Karma,2017,Summer,red,ADC,Support,5,2
Varus,TahmKench,2017,Summer,red,ADC,Support,28,16
Caitlyn,Lulu,2017,Summer,red,ADC,Support,22,10
Varus,Blitzcrank,2017,Summer,red,ADC,Support,15,8
Ashe,Thresh,2017,Summer,red,ADC,Support,27,19
KogMaw,Nami,2017,Summer,red,ADC,Support,3,0
Caitlyn,Blitzcrank,2017,Summer,red,ADC,Support,9,7
Caitlyn,Zyra,2017,Summer,red,ADC,Support,11,5
Ashe,Bard,2017,Summer,red,ADC,Support,3,1
Tristana,Morgana,2017,Summer,red,ADC,Support,10,6
Twitch,Rakan,2017,Summer,red,ADC,Support,5,3
Varus,Rakan,2017,Summer,red,ADC,Support,14,3
Ashe,Morgana,2017,Summer,red,ADC,Support,4,3
Xayah,Bard,2017,Summer,red,ADC,Support,4,2
Xayah,Zyra,2017,Summer,red,ADC,Support,5,1
Xayah,TahmKench,2017,Summer,red,ADC,Support,10,4
