CHAMP1,CHAMP2,Year,Season,Team,CHAMP1_POS,CHAMP2_POS,Total_Played,Wins
Fizz,Thresh,2015,Summer,red,Jungle,Support,1,0
Nunu,Bard,2015,Summer,red,Jungle,Support,2,2
Rengar,Veigar,2015,Summer,red,Jungle,Support,1,0
Rengar,Annie,2015,Summer,red,Jungle,Support,1,0
Evelynn,Kennen,2015,Summer,red,Jungle,Support,2,1
Nidalee,Annie,2015,Summer,red,Jungle,Support,4,1
JarvanIV,Thresh,2015,Summer,red,Jungle,Support,3,2
JarvanIV,Janna,2015,Summer,red,Jungle,Support,1,0
Ekko,Janna,2015,Summer,red,Jungle,Support,8,4
Olaf,Leona,2015,Summer,red,Jungle,Support,1,1
Evelynn,Leona,2015,Summer,red,Jungle,Support,1,0
Vi,Braum,2015,Summer,red,Jungle,Support,1,0
Elise,Kennen,2015,Summer,red,Jungle,Support,2,2
RekSai,Kennen,2015,Summer,red,Jungle,Support,2,0
Elise,Shen,2016,Spring,red,Jungle,Support,3,2
DrMundo,Alistar,2016,Spring,red,Jungle,Support,1,0
Kindred,Thresh,2016,Spring,red,Jungle,Support,10,4
Rengar,Alistar,2016,Spring,red,Jungle,Support,1,0
Nidalee,TahmKench,2016,Spring,red,Jungle,Support,3,2
Nidalee,Poppy,2016,Spring,red,Jungle,Support,4,2
Rumble,Thresh,2016,Spring,red,Jungle,Support,3,2
Graves,Lissandra,2016,Spring,red,Jungle,Support,1,0
Udyr,Alistar,2016,Spring,red,Jungle,Support,2,0
Rumble,Braum,2016,Spring,red,Jungle,Support,3,1
Rumble,Alistar,2016,Spring,red,Jungle,Support,4,0
Elise,Nautilus,2016,Spring,red,Jungle,Support,8,6
Kindred,Nautilus,2016,Spring,red,Jungle,Support,2,1
Gragas,Nautilus,2016,Spring,red,Jungle,Support,2,1
Khazix,Alistar,2016,Spring,red,Jungle,Support,1,0
LeeSin,Karma,2016,Summer,red,Jungle,Support,13,8
Graves,Thresh,2016,Summer,red,Jungle,Support,2,1
Amumu,Alistar,2016,Summer,red,Jungle,Support,1,0
Graves,Alistar,2016,Summer,red,Jungle,Support,4,3
Hecarim,TahmKench,2016,Summer,red,Jungle,Support,4,0
Gragas,Leona,2016,Summer,red,Jungle,Support,2,0
Graves,TahmKench,2016,Spring,red,Jungle,Support,4,2
Graves,TahmKench,2016,Summer,red,Jungle,Support,4,2
Shyvana,TahmKench,2017,Spring,red,Jungle,Support,1,0
LeeSin,Taric,2017,Spring,red,Jungle,Support,1,0
Shyvana,Malzahar,2017,Spring,red,Jungle,Support,1,0
Elise,Syndra,2017,Spring,red,Jungle,Support,1,0
Khazix,Brand,2017,Spring,red,Jungle,Support,4,2
Khazix,Syndra,2017,Spring,red,Jungle,Support,1,0
Graves,Leona,2017,Spring,red,Jungle,Support,3,3
Elise,Zilean,2017,Spring,red,Jungle,Support,1,1
RekSai,Braum,2017,Spring,red,Jungle,Support,7,5
LeeSin,Braum,2017,Spring,red,Jungle,Support,3,2
Elise,Nautilus,2017,Spring,red,Jungle,Support,2,1
Kindred,Nami,2017,Spring,red,Jungle,Support,1,0
LeeSin,Blitzcrank,2017,Spring,red,Jungle,Support,1,0
Graves,MissFortune,2017,Summer,red,Jungle,Support,1,0
Olaf,Lulu,2017,Summer,red,Jungle,Support,2,1
Nidalee,Brand,2017,Summer,red,Jungle,Support,1,0
Graves,Nami,2017,Summer,red,Jungle,Support,6,3
Graves,TahmKench,2017,Summer,red,Jungle,Support,6,3
Gragas,Zilean,2017,Summer,red,Jungle,Support,2,1
Olaf,Nunu,2017,Summer,red,Jungle,Support,1,0
Graves,Bard,2017,Summer,red,Jungle,Support,2,0
Gragas,Taric,2017,Summer,red,Jungle,Support,7,4
Zac,Braum,2017,Summer,red,Jungle,Support,4,1
Khazix,Alistar,2017,Summer,red,Jungle,Support,7,0
Elise,Rakan,2017,Summer,red,Jungle,Support,11,5
Elise,Galio,2017,Summer,red,Jungle,Support,2,2
Jayce,Zyra,2017,Summer,red,Jungle,Support,1,0
LeeSin,Kennen,2017,Summer,red,Jungle,Support,1,1
Skarner,Lulu,2017,Summer,red,Jungle,Support,1,1
Nidalee,Rakan,2017,Summer,red,Jungle,Support,1,0
Sejuani,Zyra,2017,Summer,red,Jungle,Support,3,2
Elise,Kennen,2017,Summer,red,Jungle,Support,2,1
Maokai,Zyra,2017,Summer,red,Jungle,Support,1,1
Elise,Morgana,2017,Summer,red,Jungle,Support,3,3
Chogath,Taric,2017,Summer,red,Jungle,Support,2,1
Elise,Alistar,2017,Summer,red,Jungle,Support,8,5
Rengar,Braum,2017,Summer,red,Jungle,Support,3,0
Jax,Thresh,2017,Summer,red,Jungle,Support,1,1
JarvanIV,Janna,2017,Summer,red,Jungle,Support,10,8
JarvanIV,Taric,2017,Summer,red,Jungle,Support,8,0
Jax,Taric,2017,Summer,red,Jungle,Support,1,1
Lulu,Janna,2017,Summer,red,Jungle,Support,2,1
Sejuani,Blitzcrank,2017,Summer,red,Jungle,Support,2,0
LeeSin,Braum,2015,Spring,red,Jungle,Support,2,1
LeeSin,Blitzcrank,2015,Spring,red,Jungle,Support,1,1
Khazix,Annie,2015,Spring,red,Jungle,Support,1,0
JarvanIV,Veigar,2015,Spring,red,Jungle,Support,2,0
Rengar,Veigar,2015,Spring,red,Jungle,Support,1,0
Olaf,Annie,2015,Spring,red,Jungle,Support,2,1
Vi,Kalista,2015,Spring,red,Jungle,Support,1,0
Sejuani,Lulu,2015,Summer,red,Jungle,Support,1,0
Sejuani,Bard,2015,Summer,red,Jungle,Support,2,1
Sejuani,Kennen,2015,Summer,red,Jungle,Support,1,0
Sejuani,Morgana,2015,Summer,red,Jungle,Support,2,0
Gragas,Leona,2015,Summer,red,Jungle,Support,5,3
RekSai,Leona,2015,Summer,red,Jungle,Support,1,1
JarvanIV,Nautilus,2015,Summer,red,Jungle,Support,1,0
Gragas,Trundle,2015,Summer,red,Jungle,Support,2,1
Ekko,Gragas,2015,Summer,red,Jungle,Support,1,1
Evelynn,Gragas,2015,Summer,red,Jungle,Support,1,1
RekSai,Nautilus,2016,Spring,red,Jungle,Support,4,2
Trundle,Morgana,2016,Spring,red,Jungle,Support,2,1
DrMundo,Janna,2016,Spring,red,Jungle,Support,2,1
Trundle,Alistar,2016,Spring,red,Jungle,Support,1,1
Nidalee,Nautilus,2016,Spring,red,Jungle,Support,2,0
Nidalee,Leona,2016,Spring,red,Jungle,Support,2,1
LeeSin,Poppy,2016,Spring,red,Jungle,Support,2,0
DrMundo,Trundle,2016,Spring,red,Jungle,Support,2,0
Elise,Leona,2016,Spring,red,Jungle,Support,1,1
Gragas,Leona,2016,Spring,red,Jungle,Support,1,0
Sejuani,Thresh,2016,Spring,red,Jungle,Support,1,0
Sejuani,Braum,2016,Spring,red,Jungle,Support,3,0
Sejuani,Alistar,2016,Spring,red,Jungle,Support,1,0
RekSai,Blitzcrank,2016,Summer,red,Jungle,Support,1,1
Graves,Morgana,2016,Summer,red,Jungle,Support,2,1
Volibear,Karma,2016,Summer,red,Jungle,Support,1,0
Hecarim,Morgana,2016,Summer,red,Jungle,Support,1,0
RekSai,Leona,2016,Summer,red,Jungle,Support,2,2
Elise,Leona,2016,Summer,red,Jungle,Support,4,0
Kindred,Trundle,2016,Summer,red,Jungle,Support,3,1
Khazix,Alistar,2017,Spring,red,Jungle,Support,2,1
Nidalee,Nami,2017,Spring,red,Jungle,Support,2,2
Pantheon,Karma,2017,Spring,red,Jungle,Support,1,0
Zac,Zyra,2017,Summer,red,Jungle,Support,3,2
Elise,Brand,2017,Summer,red,Jungle,Support,1,1
Graves,Lulu,2017,Summer,red,Jungle,Support,6,2
Rengar,Brand,2017,Summer,red,Jungle,Support,1,1
Ivern,Taric,2017,Summer,red,Jungle,Support,3,1
Zac,Karma,2017,Summer,red,Jungle,Support,4,4
Gragas,Brand,2017,Summer,red,Jungle,Support,1,0
Ivern,Lulu,2017,Summer,red,Jungle,Support,6,3
RekSai,Lulu,2017,Summer,red,Jungle,Support,8,3
RekSai,Galio,2017,Summer,red,Jungle,Support,3,1
JarvanIV,Galio,2017,Summer,red,Jungle,Support,1,0
Sejuani,Lulu,2017,Summer,red,Jungle,Support,8,2
Sejuani,Taric,2017,Summer,red,Jungle,Support,6,3
Galio,Alistar,2017,Summer,red,Jungle,Support,1,0
Kindred,Taric,2017,Summer,red,Jungle,Support,1,0
Kindred,Braum,2017,Summer,red,Jungle,Support,1,0
Sejuani,Janna,2017,Summer,red,Jungle,Support,7,3
Gragas,Lux,2017,Summer,red,Jungle,Support,1,0
DrMundo,Thresh,2016,Spring,red,Jungle,Support,1,1
Udyr,Morgana,2016,Spring,red,Jungle,Support,1,0
Quinn,Alistar,2016,Spring,red,Jungle,Support,1,1
Malzahar,Bard,2016,Summer,red,Jungle,Support,1,1
Gragas,Nautilus,2016,Summer,red,Jungle,Support,2,1
Evelynn,Karma,2016,Summer,red,Jungle,Support,1,0
Kindred,Lissandra,2016,Spring,red,Jungle,Support,1,0
Nocturne,Zyra,2017,Spring,red,Jungle,Support,2,0
RekSai,Bard,2017,Spring,red,Jungle,Support,2,2
RekSai,Janna,2017,Spring,red,Jungle,Support,1,1
Rengar,MissFortune,2017,Spring,red,Jungle,Support,2,2
Rengar,Nautilus,2017,Spring,red,Jungle,Support,4,0
Nidalee,Galio,2017,Summer,red,Jungle,Support,1,0
Gragas,Shen,2017,Summer,red,Jungle,Support,3,2
Rakan,Gragas,2017,Summer,red,Jungle,Support,1,0
LeeSin,Sion,2017,Summer,red,Jungle,Support,1,0
Olaf,Shen,2017,Summer,red,Jungle,Support,1,1
Graves,Alistar,2017,Summer,red,Jungle,Support,2,1
XinZhao,Camille,2017,Summer,red,Jungle,Support,1,0
Chogath,Shen,2017,Summer,red,Jungle,Support,1,1
Rengar,Trundle,2017,Summer,red,Jungle,Support,1,1
Warwick,Alistar,2017,Summer,red,Jungle,Support,2,1
Maokai,Trundle,2017,Summer,red,Jungle,Support,4,1
Skarner,Braum,2017,Summer,red,Jungle,Support,1,0
Sejuani,Kennen,2017,Summer,red,Jungle,Support,1,1
Sejuani,Lux,2017,Summer,red,Jungle,Support,1,0
Khazix,Janna,2015,Spring,red,Jungle,Support,8,3
Khazix,Thresh,2015,Spring,red,Jungle,Support,6,3
Olaf,Janna,2015,Spring,red,Jungle,Support,3,3
MonkeyKing,Nami,2015,Spring,red,Jungle,Support,1,0
Warwick,Thresh,2015,Spring,red,Jungle,Support,2,0
Pantheon,Janna,2015,Spring,red,Jungle,Support,2,1
Pantheon,Lulu,2015,Spring,red,Jungle,Support,1,0
Pantheon,Thresh,2015,Spring,red,Jungle,Support,9,5
Gragas,Leona,2015,Spring,red,Jungle,Support,2,1
Zac,Thresh,2015,Spring,red,Jungle,Support,1,0
Nocturne,Nami,2015,Spring,red,Jungle,Support,1,0
Maokai,Thresh,2015,Spring,red,Jungle,Support,1,1
Nunu,Annie,2015,Summer,red,Jungle,Support,1,1
Hecarim,Thresh,2015,Summer,red,Jungle,Support,1,0
RekSai,Lulu,2015,Summer,red,Jungle,Support,1,0
JarvanIV,Shen,2015,Summer,red,Jungle,Support,1,0
Rengar,Nautilus,2015,Summer,red,Jungle,Support,1,0
Nidalee,Morgana,2015,Summer,red,Jungle,Support,3,0
Kindred,Poppy,2016,Spring,red,Jungle,Support,1,1
Gragas,Elise,2016,Spring,red,Jungle,Support,2,2
Sejuani,Bard,2016,Spring,red,Jungle,Support,1,0
Maokai,Trundle,2016,Spring,red,Jungle,Support,1,0
Elise,Veigar,2016,Summer,red,Jungle,Support,1,1
RekSai,Veigar,2016,Summer,red,Jungle,Support,2,1
Kindred,Nami,2016,Summer,red,Jungle,Support,5,4
Gragas,Blitzcrank,2016,Summer,red,Jungle,Support,1,0
JarvanIV,TwistedFate,2016,Summer,red,Jungle,Support,1,0
MonkeyKing,Ziggs,2016,Summer,red,Jungle,Support,1,1
Khazix,Ziggs,2017,Spring,red,Jungle,Support,1,0
RekSai,Blitzcrank,2017,Spring,red,Jungle,Support,1,0
Camille,Blitzcrank,2017,Spring,red,Jungle,Support,1,0
Khazix,Janna,2017,Spring,red,Jungle,Support,1,0
JarvanIV,Ashe,2017,Spring,red,Jungle,Support,1,1
Ekko,Ivern,2017,Spring,red,Jungle,Support,1,0
MissFortune,Elise,2017,Spring,red,Jungle,Support,1,0
Karma,Jinx,2017,Spring,red,Jungle,Support,1,0
Riven,Taric,2017,Spring,red,Jungle,Support,1,1
Zac,Lulu,2017,Spring,red,Jungle,Support,1,1
Zac,Morgana,2017,Spring,red,Jungle,Support,1,1
Camille,Zilean,2017,Spring,red,Jungle,Support,1,0
Evelynn,Brand,2017,Spring,red,Jungle,Support,1,1
Ivern,Brand,2017,Spring,red,Jungle,Support,2,0
Rengar,Taric,2017,Spring,red,Jungle,Support,2,1
Olaf,Blitzcrank,2017,Summer,red,Jungle,Support,1,0
Rumble,Braum,2017,Summer,red,Jungle,Support,1,0
Graves,Karma,2017,Summer,red,Jungle,Support,3,1
Khazix,Nautilus,2017,Summer,red,Jungle,Support,1,0
Nunu,Zyra,2017,Summer,red,Jungle,Support,1,1
DrMundo,Thresh,2017,Summer,red,Jungle,Support,2,0
LeeSin,Trundle,2017,Summer,red,Jungle,Support,2,1
RekSai,Bard,2017,Summer,red,Jungle,Support,3,2
Nocturne,Braum,2017,Summer,red,Jungle,Support,1,0
Trundle,Braum,2017,Summer,red,Jungle,Support,1,0
Maokai,Taric,2017,Summer,red,Jungle,Support,2,0
Kayn,TahmKench,2017,Summer,red,Jungle,Support,1,0
Nidalee,Leona,2017,Summer,red,Jungle,Support,1,0
Camille,Thresh,2017,Summer,red,Jungle,Support,1,0
Zac,Alistar,2016,Spring,red,Jungle,Support,3,2
Ekko,Braum,2016,Spring,red,Jungle,Support,4,1
Ekko,Alistar,2016,Spring,red,Jungle,Support,2,0
Gragas,Malphite,2016,Spring,red,Jungle,Support,1,0
Nidalee,Janna,2016,Spring,red,Jungle,Support,2,0
Gragas,Soraka,2016,Spring,red,Jungle,Support,2,1
Bard,Udyr,2016,Spring,red,Jungle,Support,1,1
Udyr,Braum,2016,Spring,red,Jungle,Support,1,0
Zac,Braum,2016,Spring,red,Jungle,Support,2,2
Nunu,Bard,2016,Spring,red,Jungle,Support,1,1
Ekko,Morgana,2016,Spring,red,Jungle,Support,1,1
LeeSin,Soraka,2016,Summer,red,Jungle,Support,1,1
Kindred,Morgana,2016,Summer,red,Jungle,Support,2,0
Kindred,TahmKench,2016,Summer,red,Jungle,Support,1,1
Elise,Janna,2016,Summer,red,Jungle,Support,4,3
LeeSin,Morgana,2016,Summer,red,Jungle,Support,1,0
JarvanIV,Sona,2016,Summer,red,Jungle,Support,1,0
Elise,Morgana,2016,Summer,red,Jungle,Support,1,0
LeeSin,Brand,2017,Spring,red,Jungle,Support,1,1
RekSai,Lulu,2017,Spring,red,Jungle,Support,3,0
Ivern,Braum,2017,Spring,red,Jungle,Support,1,1
Khazix,Leona,2017,Spring,red,Jungle,Support,2,1
Elise,Kayle,2017,Spring,red,Jungle,Support,1,0
Kindred,Lulu,2017,Spring,red,Jungle,Support,1,0
Graves,Soraka,2017,Spring,red,Jungle,Support,1,0
Gragas,Zyra,2017,Spring,red,Jungle,Support,2,1
Evelynn,Sona,2017,Spring,red,Jungle,Support,1,0
Vi,Blitzcrank,2017,Spring,red,Jungle,Support,1,0
LeeSin,Trundle,2017,Spring,red,Jungle,Support,1,0
Nunu,Braum,2017,Summer,red,Jungle,Support,1,0
Nunu,Blitzcrank,2017,Summer,red,Jungle,Support,1,1
Chogath,Braum,2017,Summer,red,Jungle,Support,2,1
Chogath,Alistar,2017,Summer,red,Jungle,Support,1,0
Kayn,Thresh,2017,Summer,red,Jungle,Support,1,0
JarvanIV,Bard,2017,Summer,red,Jungle,Support,2,0
Gragas,Kennen,2017,Summer,red,Jungle,Support,1,1
Rammus,Alistar,2017,Summer,red,Jungle,Support,1,1
Zac,Lulu,2017,Summer,red,Jungle,Support,2,1
Zac,Alistar,2017,Summer,red,Jungle,Support,1,0
Nidalee,Bard,2017,Spring,red,Jungle,Support,1,0
LeeSin,Nami,2017,Summer,red,Jungle,Support,3,1
Gragas,MissFortune,2017,Summer,red,Jungle,Support,1,1
LeeSin,Shen,2017,Summer,red,Jungle,Support,1,0
Khazix,Brand,2017,Summer,red,Jungle,Support,1,0
Gragas,Galio,2017,Summer,red,Jungle,Support,1,1
Khazix,Nami,2017,Summer,red,Jungle,Support,3,2
Elise,Gragas,2017,Summer,red,Jungle,Support,1,1
RekSai,Gragas,2017,Summer,red,Jungle,Support,1,0
Chogath,Trundle,2017,Summer,red,Jungle,Support,1,0
Skarner,TahmKench,2017,Summer,red,Jungle,Support,1,0
Nidalee,Alistar,2017,Spring,red,Jungle,Support,1,0
Zac,Zyra,2017,Spring,red,Jungle,Support,1,0
Hecarim,Thresh,2017,Spring,red,Jungle,Support,1,1
Hecarim,Zyra,2017,Spring,red,Jungle,Support,1,0
Gragas,Leona,2017,Spring,red,Jungle,Support,1,0
LeeSin,Poppy,2017,Spring,red,Jungle,Support,1,0
Warwick,Gragas,2017,Spring,red,Jungle,Support,1,1
Elise,Velkoz,2017,Spring,red,Jungle,Support,1,1
Gragas,Taric,2017,Spring,red,Jungle,Support,1,0
Graves,Zilean,2017,Spring,red,Jungle,Support,1,0
Rengar,Leona,2017,Spring,red,Jungle,Support,1,1
Rengar,Blitzcrank,2017,Spring,red,Jungle,Support,1,0
Elise,Sona,2017,Spring,red,Jungle,Support,1,1
LeeSin,Leona,2017,Spring,red,Jungle,Support,1,1
Nidalee,Lulu,2017,Summer,red,Jungle,Support,2,0
LeeSin,Sona,2017,Summer,red,Jungle,Support,1,1
Olaf,Rakan,2017,Summer,red,Jungle,Support,2,0
Nidalee,Blitzcrank,2017,Summer,red,Jungle,Support,1,0
Maokai,Bard,2017,Summer,red,Jungle,Support,1,0
Gragas,Sona,2017,Summer,red,Jungle,Support,1,0
Maokai,Morgana,2017,Summer,red,Jungle,Support,1,0
Elise,Blitzcrank,2016,Spring,red,Jungle,Support,1,1
RekSai,Blitzcrank,2016,Spring,red,Jungle,Support,1,0
MasterYi,Alistar,2016,Spring,red,Jungle,Support,1,0
Nidalee,Morgana,2016,Summer,red,Jungle,Support,1,1
Elise,Leona,2017,Spring,red,Jungle,Support,1,1
Olaf,Rengar,2017,Spring,red,Jungle,Support,1,1
Rengar,Sona,2017,Spring,red,Jungle,Support,1,0
Vi,Thresh,2017,Spring,red,Jungle,Support,1,1
Graves,Morgana,2017,Summer,red,Jungle,Support,1,1
Poppy,Janna,2016,Spring,red,Jungle,Support,2,2
RekSai,Shen,2016,Spring,red,Jungle,Support,1,0
DrMundo,Morgana,2016,Spring,red,Jungle,Support,1,1
Olaf,Alistar,2016,Spring,red,Jungle,Support,1,1
LeeSin,Bard,2016,Spring,red,Jungle,Support,1,1
Quinn,Braum,2016,Spring,red,Jungle,Support,1,1
Udyr,Janna,2016,Spring,red,Jungle,Support,1,1
Poppy,Trundle,2016,Spring,red,Jungle,Support,1,0
Nidalee,Blitzcrank,2016,Spring,red,Jungle,Support,1,1
Shen,Braum,2016,Spring,red,Jungle,Support,1,1
Gragas,Blitzcrank,2016,Spring,red,Jungle,Support,1,0
Malzahar,Morgana,2016,Summer,red,Jungle,Support,1,1
Elise,Brand,2016,Summer,red,Jungle,Support,1,1
Khazix,Karma,2016,Summer,red,Jungle,Support,2,0
Gragas,Brand,2016,Summer,red,Jungle,Support,2,2
RekSai,Brand,2016,Summer,red,Jungle,Support,1,1
Nidalee,Brand,2016,Summer,red,Jungle,Support,1,0
JarvanIV,Taric,2016,Summer,red,Jungle,Support,1,0
Nidalee,Janna,2016,Summer,red,Jungle,Support,1,1
Karma,Nami,2017,Spring,red,Jungle,Support,1,0
Camille,MissFortune,2017,Spring,red,Jungle,Support,1,0
Nocturne,Lulu,2017,Spring,red,Jungle,Support,1,1
Rammus,Nami,2017,Spring,red,Jungle,Support,1,1
Ivern,Bard,2017,Spring,red,Jungle,Support,1,1
Khazix,Blitzcrank,2017,Spring,red,Jungle,Support,1,1
JarvanIV,Karma,2017,Spring,red,Jungle,Support,1,0
Rammus,Lulu,2017,Spring,red,Jungle,Support,1,1
Khazix,Morgana,2017,Summer,red,Jungle,Support,1,0
Khazix,Gragas,2017,Summer,red,Jungle,Support,1,0
Warwick,Thresh,2017,Summer,red,Jungle,Support,2,1
Khazix,Galio,2017,Summer,red,Jungle,Support,1,0
Sejuani,Zilean,2017,Summer,red,Jungle,Support,1,0
Hecarim,Maokai,2017,Summer,red,Jungle,Support,1,1
Trundle,Morgana,2017,Summer,red,Jungle,Support,1,0
Rammus,Rakan,2017,Summer,red,Jungle,Support,1,0
Hecarim,Trundle,2017,Summer,red,Jungle,Support,1,0
Rengar,Janna,2017,Summer,red,Jungle,Support,1,0
Ivern,Janna,2017,Summer,red,Jungle,Support,1,0
Kayn,Janna,2017,Summer,red,Jungle,Support,1,1
DrMundo,Morgana,2017,Summer,red,Jungle,Support,1,0
Kayn,Blitzcrank,2017,Summer,red,Jungle,Support,1,1
Poppy,Janna,2017,Summer,red,Jungle,Support,1,1
Khazix,Nami,2014,Summer,red,Jungle,Support,6,3
Khazix,Sona,2014,Summer,red,Jungle,Support,1,0
Khazix,Thresh,2014,Summer,red,Jungle,Support,14,7
Khazix,Blitzcrank,2014,Summer,red,Jungle,Support,2,0
Elise,Nami,2014,Summer,red,Jungle,Support,4,0
JarvanIV,Sona,2014,Summer,red,Jungle,Support,1,0
Nunu,Thresh,2014,Summer,red,Jungle,Support,1,0
Khazix,Zilean,2014,Summer,red,Jungle,Support,2,0
LeeSin,Janna,2014,Summer,red,Jungle,Support,8,5
Rengar,Leona,2014,Summer,red,Jungle,Support,1,0
LeeSin,Braum,2014,Summer,red,Jungle,Support,3,2
Rengar,Janna,2014,Summer,red,Jungle,Support,3,3
Khazix,Janna,2014,Summer,red,Jungle,Support,11,3
Vi,Janna,2014,Summer,red,Jungle,Support,1,0
LeeSin,Leona,2014,Summer,red,Jungle,Support,1,0
Elise,Janna,2014,Summer,red,Jungle,Support,2,0
LeeSin,Thresh,2014,Summer,red,Jungle,Support,3,1
JarvanIV,Thresh,2014,Summer,red,Jungle,Support,4,2
Elise,Thresh,2014,Summer,red,Jungle,Support,2,2
Khazix,Braum,2014,Summer,red,Jungle,Support,2,0
JarvanIV,Morgana,2014,Summer,red,Jungle,Support,1,0
Khazix,Morgana,2014,Summer,red,Jungle,Support,2,2
Rengar,Nami,2014,Summer,red,Jungle,Support,1,1
Evelynn,Thresh,2014,Summer,red,Jungle,Support,1,1
Pantheon,Braum,2014,Summer,red,Jungle,Support,1,0
Elise,Blitzcrank,2015,Summer,red,Jungle,Support,1,0
Elise,TahmKench,2015,Summer,red,Jungle,Support,1,1
LeeSin,Bard,2015,Summer,red,Jungle,Support,1,0
Skarner,Thresh,2015,Summer,red,Jungle,Support,1,0
Hecarim,Janna,2015,Summer,red,Jungle,Support,1,0
Nidalee,Kennen,2015,Summer,red,Jungle,Support,2,2
Gragas,TahmKench,2015,Summer,red,Jungle,Support,4,2
Nunu,Brand,2015,Summer,red,Jungle,Support,1,0
Elise,Morgana,2015,Summer,red,Jungle,Support,1,0
RekSai,TahmKench,2015,Summer,red,Jungle,Support,1,0
Elise,Shen,2015,Summer,red,Jungle,Support,3,3
JarvanIV,TahmKench,2015,Summer,red,Jungle,Support,1,1
Zac,Alistar,2015,Summer,red,Jungle,Support,2,1
Skarner,Alistar,2015,Summer,red,Jungle,Support,1,0
Olaf,Trundle,2016,Summer,red,Jungle,Support,1,0
Zac,Alistar,2016,Summer,red,Jungle,Support,2,1
Khazix,Bard,2016,Summer,red,Jungle,Support,1,0
Olaf,Soraka,2016,Summer,red,Jungle,Support,1,0
Skarner,Alistar,2016,Summer,red,Jungle,Support,1,0
LeeSin,Nami,2016,Summer,red,Jungle,Support,2,1
Skarner,Karma,2016,Summer,red,Jungle,Support,3,3
Zac,Karma,2016,Summer,red,Jungle,Support,1,0
Zac,Zyra,2016,Summer,red,Jungle,Support,1,1
Olaf,Zyra,2016,Summer,red,Jungle,Support,5,2
LeeSin,MissFortune,2016,Summer,red,Jungle,Support,2,1
Ezreal,Janna,2017,Summer,red,Jungle,Support,1,1
Graves,Janna,2017,Summer,red,Jungle,Support,1,0
Ezreal,Morgana,2017,Summer,red,Jungle,Support,1,0
Nocturne,Lulu,2017,Summer,red,Jungle,Support,1,1
Chogath,Karma,2017,Summer,red,Jungle,Support,1,0
Kayn,Lulu,2017,Summer,red,Jungle,Support,1,1
RekSai,Sona,2017,Summer,red,Jungle,Support,1,0
Ezreal,Lulu,2017,Summer,red,Jungle,Support,3,1
Sejuani,Nami,2017,Summer,red,Jungle,Support,1,0
Sejuani,Karma,2017,Summer,red,Jungle,Support,2,0
Ivern,Leona,2017,Summer,red,Jungle,Support,1,1
Sejuani,Soraka,2017,Summer,red,Jungle,Support,1,1
JarvanIV,Soraka,2017,Summer,red,Jungle,Support,3,2
Zac,Blitzcrank,2017,Summer,red,Jungle,Support,1,0
Nocturne,Rakan,2017,Summer,red,Jungle,Support,1,0
Gragas,Leona,2017,Summer,red,Jungle,Support,1,0
Sejuani,Bard,2015,Spring,red,Jungle,Support,1,0
Gragas,Alistar,2015,Spring,red,Jungle,Support,2,1
Evelynn,Alistar,2015,Spring,red,Jungle,Support,1,1
LeeSin,TahmKench,2016,Spring,red,Jungle,Support,1,1
Graves,Poppy,2016,Spring,red,Jungle,Support,1,0
Kindred,Soraka,2016,Spring,red,Jungle,Support,1,0
Graves,Soraka,2016,Spring,red,Jungle,Support,3,2
Elise,Nami,2016,Spring,red,Jungle,Support,3,3
Nunu,Lulu,2017,Spring,red,Jungle,Support,1,1
Graves,Sona,2017,Spring,red,Jungle,Support,1,1
LeeSin,Galio,2017,Spring,red,Jungle,Support,1,1
Nunu,Braum,2017,Spring,red,Jungle,Support,1,1
Olaf,Braum,2017,Spring,red,Jungle,Support,1,1
Olaf,Taric,2017,Spring,red,Jungle,Support,1,1
Nidalee,Nami,2015,Spring,red,Jungle,Support,2,2
Kindred,Alistar,2015,Summer,red,Jungle,Support,3,1
Nidalee,Trundle,2015,Summer,red,Jungle,Support,1,0
DrMundo,Alistar,2015,Summer,red,Jungle,Support,2,2
LeeSin,Trundle,2015,Summer,red,Jungle,Support,1,1
Kindred,Braum,2015,Summer,red,Jungle,Support,1,0
DrMundo,Shen,2015,Summer,red,Jungle,Support,1,1
Udyr,Thresh,2016,Spring,red,Jungle,Support,1,1
Vi,TahmKench,2016,Summer,red,Jungle,Support,1,0
RekSai,MissFortune,2016,Summer,red,Jungle,Support,1,0
LeeSin,Soraka,2017,Spring,red,Jungle,Support,1,0
Evelynn,TahmKench,2017,Summer,red,Jungle,Support,1,0
Elise,Nautilus,2017,Summer,red,Jungle,Support,2,0
Volibear,Thresh,2017,Summer,red,Jungle,Support,1,0
Warwick,Karma,2017,Summer,red,Jungle,Support,1,1
Nunu,Thresh,2017,Summer,red,Jungle,Support,1,1
RekSai,Camille,2017,Summer,red,Jungle,Support,1,0
JarvanIV,Zyra,2017,Summer,red,Jungle,Support,1,0
Warwick,TahmKench,2017,Summer,red,Jungle,Support,1,1
Nunu,Bard,2017,Summer,red,Jungle,Support,1,0
Elise,Janna,2017,Spring,red,Jungle,Support,1,0
Shyvana,Alistar,2018,Spring,red,Jungle,Support,3,0
Rengar,Morgana,2018,Spring,red,Jungle,Support,1,0
Khazix,Taric,2018,Spring,red,Jungle,Support,4,0
JarvanIV,Alistar,2018,Spring,red,Jungle,Support,13,2
LeeSin,Rakan,2018,Spring,red,Jungle,Support,1,0
